Ajuste Fecha;Dia Semana;Sabor 1;Sabor 2;Sabor 3;Sabor 4;Sabor 5;Sabor 6;Sabor 7;Sabor 8;Sabor 9;Sabor 10;Sabor 11;Sabor 12;Sabor 13;Sabor 14;Sabor 15;Sabor 16;Sabor 17;Sabor 18;Sabor 19;Sabor 20;Sabor 21;Sabor 22;Sabor 23;Sabor 24;Sabor 25;Sabor 26;Sabor 27;Sabor 28;Sabor 29;Sabor 30;Sabor 31;Sabor 32;Sabor 33;Sabor 34;Sabor 35;Sabor 36;Sabor 37;Sabor 38;Sabor 39;Sabor 40;Sabor 41;Sabor 42;Sabor 43;Sabor 44;Sabor 45;Sabor 46;Sabor 47;Sabor 48;Sabor 49;Sabor 50;Sabor 51;Sabor 52;Sabor 53;Sabor 54;Sabor 55;Sabor 56;Sabor 57;Sabor 58;Sabor 59;Sabor 60;Sabor 61;Sabor 62;Sabor 63;Sabor 64;Sabor 65;Sabor 66;Sabor 67;Sabor 68;Sabor 69;Sabor 70;Sabor 71;Sabor 72;Sabor 73;Sabor 74;Sabor 75;Sabor 76;Sabor 77;Sabor 78;Sabor 79;;Total Cantidad
26/8/20 0:00;Viernes;-5,64;-6,18;-10,62;-5,06;;-4,75;-5,09;;;;;-4,42;;-5,28;-17,1;-10,52;;-5,51;-10,83;;-11,73;-6,66;-5,07;-6,02;-7,21;;-5,74;-5,88;-7,18;;-10,52;;;;;;;;-12;-12;-12;;-1,05;-5,58;-12,07;-1;;-6,46;;-219,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/8/20 0:00;Sábado;;-11,85;-5,42;-5,05;-4,91;-11,78;;-11,3;;-5,41;-6,83;-5,92;-13,56;-12,28;-5,11;-5,19;-4,93;;-11,31;;-5,94;;-9,31;-10,63;;-11,21;-5,39;;-6,27;;;;;-5,26;-5,71;;;;;-12;-4;;-1,07;-11,29;-5,34;-1;-2;-6,58;;-223,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/8/20 0:00;Domingo;-23,16;-11,62;-22,17;-10,11;-5,09;-30,29;-22,84;-26,65;;-16,96;-6,51;-14,08;-25,33;-15,7;-21,21;-15,83;-5,19;-20,81;-32,45;-13,51;-22,26;-20,51;-19,68;-11,22;-21,47;-19,57;-11,53;-5,83;-19,31;;-20,96;-8;-4;-13,3;-5,28;;;-20;-36;-24;-48;;;-17,76;-18,31;;;-6,55;-6,2;-719,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/8/20 0:00;Lunes;-12,2;-30,47;-16,29;;;-12,95;-18,51;-12,89;;-16,11;;-14,31;-13,44;;-16,15;-11,14;-5,66;-10,82;-26,59;-18,58;-16,26;-20,82;-9,88;-23,93;-14,71;-4,88;-16,02;-12;;-20,93;-15,97;-12;-4;-5,55;-15,63;;;;-36;-24;-36;;-2,06;-16,35;-18,1;-2;-1;-13,69;-11,04;-588,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/8/20 0:00;Martes;-17,05;-24,26;-10,76;-5,05;;-31,79;-15,27;-12,98;;-21,28;-6,66;-18,19;-32,43;-10,51;-16,1;-23,04;;-16,83;-41,04;-25,86;-21,15;-19,94;-19,28;-18,29;-6,91;-14,6;-11,05;;;;-31,28;-6;-9;-5,64;-10,59;;;-20;-29;-29;-28;;-1,12;-23,5;-18,25;-3;-5;-26,17;-6,35;-692,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/8/20 0:00;Miércoles;;-5,84;-16,01;;;-18,94;-11,41;-25,8;;-5,58;-12,16;-12,23;-6,59;-5,32;-5,45;;-5,09;-14,27;-10,59;-13,03;-17,73;-7,09;;-10,88;-6,74;-9,84;-5,38;-6,49;-12,89;;;;;;-5,2;;;-20;-24;-12;-36;;;-16,87;-12,06;;;;;-371,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/9/20 0:00;Jueves;-5,42;-6,12;;;-5,07;;;;;;;;;;;;;;;-5,87;-4,97;;-4,68;;-7,4;;;;;;-10,25;;-4;-5,35;;;;;;-2;-13;;;;-5,79;;;;;-79,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2/9/20 0:00;Viernes;-5;-5,92;;;-5,08;-7,06;;;;;;;-6,25;;-9,78;-6,22;;;-4,85;;;;-4,89;;;;;;;;;-8;;;;;;-20;-12;-12;-13;;;;;;;;;-120,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/9/20 0:00;Sábado;;-6,26;-5,06;-5,04;-10,14;-6,59;-5,21;-7,24;;-11,52;;-6,33;-5,27;;-5,44;-11,84;;-5,42;-10,23;;-11,22;-16,6;-5,39;-17,9;;-5,13;-5,52;-5,73;;;-9,81;;-4;-5,58;-5,18;;;-20;-24;;-24;;;-12,45;-6,14;;-1;-19,5;;-300,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/9/20 0:00;Domingo;-11,02;-12,24;-16,14;-5,08;;-26,47;-5,62;-20,72;;-5,58;-5,78;-19,56;-22,21;;-16,49;-11,41;-5,11;-16,77;-24,61;-18,82;-15,83;-2,86;-9,54;-17,17;-20,26;-15,46;;;-6,69;-8,26;-10,6;;;-11,17;-10,8;;;-10;-28;-22;-17;;;-5,98;-12,54;;;-13,63;-4,74;-486,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/9/20 0:00;Lunes;-22,5;-18,38;-21,82;;;-35,34;-9,94;-27,79;;-16,12;-13,03;-18,61;-25,13;-10,7;-10,85;-16,71;-5,1;-22,53;-35;-24,45;-28,05;-13,59;-20,27;-24,77;-6,97;-20,22;-16,5;-12,02;-6,78;;-26,27;-8;-4;;-15,96;;;;-48;-36;-36;;-1,1;-28,96;-18,56;-1;-2;-33,33;-6,08;-748,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/9/20 0:00;Martes;-11,31;-31,84;-21,44;-5,06;;-20,08;-16,46;-20,01;;-23,61;-6,29;-13,3;-29,47;-15,91;-21,48;-16,3;-4,94;;-40,8;-19,05;-22,49;-20,85;-14,99;-18,71;-26,34;-15,17;-17,47;-6,01;-15,37;-8,38;-26,19;-4;-4;-16,52;;;;;-24;-12;-24;;-1,21;-21,89;-18,3;;-2;-20,15;-4,97;-662,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7/9/20 0:00;Miércoles;-10,93;-12,57;-10,94;;;-13,94;-11,57;-6,42;;-6,25;;-12,68;-10,91;;-5,08;-11,48;;-5,5;-5,51;-6,61;-16,37;;-10,35;;;-5;-5,12;-6,09;-6,99;;-4,98;-8;-4;;-6,56;;;-20;-24;-36;-24;;;-16,84;-6,28;-1;;-6,7;-5,75;-344,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8/9/20 0:00;Jueves;-5,26;-6,5;-5,85;-5,09;-5,09;-14,28;-5,88;-6,86;;;;-6,29;;;-5,29;;-6,37;-5,49;-16,46;-6,07;-9,86;;;-12,05;-6,22;-3,76;-5,37;;;;-10,64;-4;;;-4,3;;;;;;;;-1,13;;;;-1;;;-159,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9/9/20 0:00;Viernes;-5,53;-18,77;-10,53;;;-6,84;-5,7;-14,04;;-8,24;;-6,57;-16,23;-5,32;-9,88;-10,48;;-5,63;-16,56;-6,25;-10,56;-14,29;-15,72;-6,63;-12,36;-15,17;;;-7,33;-16,96;-5,66;;;;-5,25;;;;-12;;-12;;;-17,89;-12,18;;;-5,85;-4,58;-321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/9/20 0:00;Sábado;-10,91;-12,37;-11,12;-5,05;-5,08;-20,35;-11,33;-14,12;;-12,21;-20,03;-6,52;-20,65;-5,15;-10,2;-5,2;-4,81;;-21,88;;-16,47;;-5,19;-11,31;-12,23;;-15,75;-5,89;;-8,2;-15,65;-4;;-11,21;-5,34;;;-20;-24;-24;-12;;;-6,1;-18,83;;-2;-6,8;;-421,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/9/20 0:00;Domingo;-10,39;-12,12;-21,16;-10,12;-5,07;-19,76;-5,8;-6,93;;-11,7;;-25,38;-11,3;;-15,54;-10,26;-5,36;-10,43;-26,3;-18,46;-20,99;-35,09;-13,72;-11,94;-5,62;-15,57;-5,55;-12,05;-13,75;;-15,31;-4;-8;;-11,62;;;;-36;-12;-24;;-1,11;-28,57;-5,46;-1;-1;-19,94;-16,22;-544,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/9/20 0:00;Lunes;-32,05;-23,26;-21,06;;;-39,69;-15,97;-27,98;;-22,77;-6,6;-12,53;-32,41;;-20,46;-28,21;;-21,84;-27,27;-24,23;-16,01;-20,85;-24,27;-29,97;-18,16;-15,63;-17,09;-11,61;-6,74;;-21,88;-4;-4;-4,89;-15,04;;;;-12;-12;-12;;-1,13;-29,62;-11,87;-1;-3;-18,97;-11,34;-679,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/9/20 0:00;Martes;-16,99;-28,82;-21,29;;;-19,84;-22,16;-14,44;;-24,44;-13,44;-25,33;-27,46;-10,64;-20,22;-17,67;-10,69;-25,93;-54,37;-22,45;-31,97;-13,18;-4,88;-35,2;-18,93;-25,58;-11,45;-5,78;-19,58;;-14,86;-4;;-16,38;-15,98;;;;-36;-48;-36;;;-29,32;-18,96;-1;-2;-18,25;;-783,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/9/20 0:00;Miércoles;-5,78;-18,23;-11,05;;;-25,19;-10,22;-13,25;;;-5,93;-13,16;-21,07;;-16,01;-9,89;-5,73;-5;-33,5;-6,06;;-11,85;-13,73;;-18,16;-10,18;-22,19;-6,05;;;-14,86;-1;-4;;-5,55;;-6,01;-20;-34;-34;-36;;;-11,53;-11,22;;-4;-6,44;-11;-481,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/9/20 0:00;Jueves;-6,08;-4,98;-5,16;;;;;-6,13;;;;;-5,52;;;;;-4,97;-5,39;;-11,09;;-8,78;-11,42;;;;;;-17,64;-15,44;;-4;;;;;-20;;;-24;;;;-6,1;;;-6,19;;-162,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/9/20 0:00;Viernes;-5,51;;;;;-5,99;-5,51;-6,02;;-6,08;;;-5,97;-5,03;-4,92;;;-5,37;-10,06;-5,73;-5,44;-6,27;;-10,82;-6,14;-10,39;;;-6,74;;;;-4;-5,41;;;;;-12;-12;;;-1,01;-6,06;-6,52;-1;-1;-6,65;;-167,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/9/20 0:00;Sábado;-16,86;-16,33;-10;-10,08;;-11,03;-10,52;-6,46;;;;-11,3;-16,82;;-19,97;-5,29;-5,56;-9,85;-21,18;-5,59;-11,96;;-13,43;-10,5;;-16,75;-6,12;-5,89;;;-10,8;;;-15,51;-5,29;;;;-12;;-12;;;-12,16;;-1;;-6,27;-5,5;-322,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/9/20 0:00;Domingo;-10,29;-16,25;-19,06;;;-11,61;-11,87;-13,13;;-19,06;;-12,23;-16,89;-5,46;-4,86;-22,21;;-15,06;-31,52;-18,14;-23,13;-10,81;-13,26;-21,71;-25,28;-10,48;-5,32;;-5,51;;-20,49;-4;-4;;-16,38;;;;-12;-12;-24;;;-18,22;-16,57;-1;-3;-19,01;-4,63;-498,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/9/20 0:00;Lunes;-21,76;-17;-9,6;-5,04;;-23,9;-16,11;-20,05;;-24,45;-6,27;-19,01;-27,99;;-24,65;-16,53;-4,83;-16,05;-26,54;-18,41;-15,75;-24,93;-18,71;-22,46;-19,71;-21,57;-11,18;-17,67;-12,97;-7,79;-26,46;-4;-8;-10,08;-11;;-6,12;;-12;-47;-36;;;-18,53;-12,19;-3;;-19,44;-5,53;-690,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/9/20 0:00;Martes;-21,49;-23,22;-24,75;;;-35,44;-27,01;-30,44;;-18,94;;-25,57;-33,98;-10,11;-25,09;-21,9;;-20,96;-49,17;-18,43;-27,1;-16,95;-22,67;-26,71;-20,03;-26,22;-16,65;-6,15;-13,91;;-33,45;;;-9,38;-16,68;;;-20;-50;-24;-36;;-1,18;-35,69;-22,65;-2;-4;-19,29;-16,21;-853,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/9/20 0:00;Miércoles;;-5,29;-4,57;-5,04;;-12,41;;-6,29;;;-6,46;;-14,98;-11,25;-14,98;;-5,79;-10,51;-11,85;-13,05;-5,73;;-13,06;-11,09;-5,83;;-5,5;-6,09;;;;-4;;-4,82;;;;;-12;;;;;-11,89;;-1;-3;-6,38;;-212,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/9/20 0:00;Jueves;-10,58;-17,61;-9,56;-5,09;;;-5,25;-6,32;;-11,91;;-6,56;-5,77;;-5,3;-4,71;;-4,8;-10,9;;-11,33;-6,84;;-5,95;-7,45;-5,21;-5,61;;-7,6;;-12,02;;;;;;;-10;-36;;-12;;-1,16;-6,4;-10,89;-3;;-6,29;-4,91;-257,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/9/20 0:00;Viernes;-11;-5,77;-4,92;;-5,08;-10,91;-10,97;-6,41;;-6,22;;-6,17;-11,31;;-5,51;-11,65;;-11,56;-10,3;;-11,86;-5,1;-9,7;-18,43;-5,77;-10,67;;;-6,68;;;;;-4,87;-10,83;;;;-24;-12;-12;;;-5,56;;;;-13,3;-4,84;-273,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/9/20 0:00;Sábado;-10,69;-11,43;-10,28;-5,06;;-18,51;-19,87;-24,54;;;-5,72;-19,55;-11,82;-10,29;-15,1;-9,56;-11,37;-10,87;-22,72;-19,21;-11,28;-5,41;-4,24;-12,88;-11,97;-9,58;-5,31;-5,7;;;-21,2;;;-4,66;;;;;;-12;-12;;;-17,38;-11,43;-1;;-6,27;-9,94;-398,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/9/20 0:00;Domingo;-4,66;-11,42;-14,81;;;-10,92;;-5,61;;-12,62;-11,64;-6,35;-11,21;;-5,24;-4,73;;-4,98;-22,81;;;-5,49;-7,11;-6,36;-12,96;-12,34;-6,05;;;;;-4;-8;-5,3;-5,24;;;-20;-12;-24;-12;;-1;-5,92;-10,86;;-2;-12,11;;-299,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/9/20 0:00;Lunes;-22,24;-23,03;-15,47;;-5,08;-38,83;-15,14;-17,82;;-30,49;;-16,19;-27,89;-5,38;-20,65;-19,12;-4,92;-19,88;-34,95;-19;-21,07;-16,2;-14,09;-30,74;-25,13;-23,36;-10,88;-18,41;-6,93;;-39,04;;;-10,37;-10,91;;;;-36;-12;-12;;;-17,57;-22,02;-4;-4;-24,36;-9,88;-705,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/9/20 0:00;Martes;-9,98;-5,78;-15,33;;;-11,35;-10,5;-24,38;;;-6,4;-12,78;-11,59;;-15,39;-9,29;;-21,09;-28,11;-24,15;-11,4;-5,97;-13,61;-6,46;-6,28;;-6,02;-5,99;-12,99;-18,25;;-4;-4;;;;;;-30;-12;-15;;-1,06;-22,6;-10,06;-1;;-13,5;;-406,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/9/20 0:00;Miércoles;-5,33;-28,97;-21,89;;-5,08;-34,64;-9,92;-11,92;;-11,57;-6,57;-19,37;-15,91;-5,14;-19,99;-14,24;-4,99;-22,12;-34,27;;-16,86;-21,18;-12,94;-24,21;;-9,58;-10,72;-6,4;-20,66;-8,73;-22,59;-14;-8;-5,08;-22,53;;;-20;-61;-12;-53;;-1,99;-23,83;-10,42;-2;-1;-6,25;;-666,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/9/20 0:00;Jueves;-16,28;;-10,56;-10,12;;-22,97;-16,16;-11,99;;-12,15;;-6,81;-11,24;;-15,14;-9,42;-11,21;-10,79;-16,53;-12,25;-11,55;-5,58;-9,41;-18,09;-13,46;-15,21;-11,33;-12,25;-24,01;-8,67;-11,23;;;-9,99;-5,72;;;-20;;;-12;;;-5,92;;;-1;-12,42;-10,45;-411,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/9/20 0:00;Viernes;-13,97;-12,03;-15,27;;-5,15;-11,53;-13,05;-18,25;;;-5,63;-13,92;-11,07;-5,21;-14,69;-4,95;;-10,74;-33,2;-12,92;-11,28;-10,92;-14,3;-17,93;-13;-9,77;-5,73;;-6,14;-7,58;-5,25;;;-15,7;-10,72;;;;-12;-12;-12;;;-23,63;-16,02;;;-6,73;;-412,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/10/20 0:00;Sábado;-5,38;-5,78;;-5,05;;;-5,37;-5,68;;-5,24;;;-11,22;;-10,04;-9,82;;-5,45;-5,14;-6,22;-5,4;-4,94;-4,33;-12,4;-6,81;;;;;;-11;-4;;;;;;;-12;;;;;-12,16;;;;-6,69;-5,19;-165,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2/10/20 0:00;Domingo;-14,43;-11,39;-15,51;-5,05;;-28,94;-5,07;-11,82;;-16,25;-6,37;-6,11;-16,26;-5,19;-4,88;-4,94;;-16,38;-27,97;-7,08;-11,5;-5,5;-9,51;-11,56;-13,39;-14,18;-20,8;-13,3;-7,14;-2,64;-10,38;;-4;-5,26;-6,15;;;;-24;-12;-12;;;;-10,75;-1;-1;-11,7;-9,97;-421,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/10/20 0:00;Lunes;;-6,25;-10,5;;;-24,36;-10,98;-11,9;;-12,04;-5,98;-13,02;-10,41;-6,04;-19,54;-15,05;-5,61;-10,98;-22,24;-12,59;-11,5;-10,54;-8,87;-11,43;-13,22;-8,57;-5,74;;-6,67;;-10,76;;;-5,35;-11,23;;;;-24;-24;-24;;-1,19;-17,72;-16,51;-1;-2;-18,59;-5,12;-435,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/10/20 0:00;Martes;-31,53;-35,04;-16,51;;;-17,58;-20,93;-23,29;;-6,22;-6,45;-24,85;-26,97;-5,19;-15,24;-14,97;-5,85;-16,75;-22,39;-18,61;-22,79;-21,76;-17,92;-16,34;-12,81;-14,39;-5,23;-5,7;-19,81;-17,01;-23,12;-4;-4;-4,8;-10,38;;;-20;-24;-12;-24;;;-24,14;-15,95;-4;-1;-12,8;;-646,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/10/20 0:00;Miércoles;-11,71;-11,68;-9,63;;;-12,65;-11,02;-11,98;;-10,81;-12,8;-12,99;-15,45;-10,91;-19,72;-14,81;-11,27;-16,13;-21,57;-13,15;-22,05;-5,19;-9,05;-10,41;-12,75;-10,17;-11,36;-11,84;-7,13;-8,24;-16,38;-6;-4;-10,82;-9,79;;;;-45;-10;-39;;;-5,7;-15,93;-1;-1;-19;-13,84;-533,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/10/20 0:00;Jueves;-5,18;-10,39;-5,46;-5,06;-5,07;-6,19;-5,12;-13,38;;-6,18;-5,67;;-5,45;;-4,96;;-5,53;-5,43;-11,02;;;-10,49;-8,78;-11,59;-6,1;-9,57;;;-6,45;;-5,65;;;-4,88;;;;;-14;-15;;;;-5,94;-5,94;-2;-1;-6,28;-4,92;-218,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7/10/20 0:00;Viernes;-9,06;-10,37;-15,58;;;-11,44;-21,76;;;-5,41;;-12,6;-15,5;-5,87;-19,6;-10,11;-5,45;-16,58;-22,13;-6,3;-16,17;-5,09;-14,65;-12,16;-6,15;-10,68;-17,66;-6,93;-6,56;;-16,09;-4;-4;-4,93;-15,73;;;-20;-24;-24;-12;;;-12,02;-5,51;-2;;-6,45;;-434,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8/10/20 0:00;Sábado;-16,33;-5,77;-5;-10,11;-10,18;-11,82;-10,61;-12,42;;-10,72;;-6,08;-10,47;;-4,78;-10,62;;-16,1;-26,9;-6;-10,85;-5,54;-4,91;-10,61;-12,89;-10,39;;-5,88;-6,5;;-11,29;;;;;;;;;;-12;;;-11,76;-10,73;-1;;-12,03;-5,13;-305,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9/10/20 0:00;Domingo;-5,89;-22,71;-15,43;-5,06;-5,14;-18,97;-10,67;-12,03;;-10,58;-11,96;-19,08;-25,88;;-10,52;-10,24;-5,58;-10,38;-26,44;-12,15;-16,01;-10,37;-10,17;-11,57;-12,51;-10,2;-11,81;-6,14;-13,19;;-16,58;-4;;-10,16;-16,33;;;;-24;;-24;;;-17,77;-15,75;;;-13,14;-10,55;-492,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/20 0:00;Lunes;-15,94;-17,27;-30,66;-10,05;;-30,69;-21,9;-29,03;;-21,27;-6,18;-19,04;-26,77;-17,3;-26,64;-15,7;-5,73;-32,66;-48,76;-24,26;-21,5;-21,44;-19,2;-23,05;-18,93;-26,18;-17,74;-12,24;-19,57;-7,69;-22;;-12;-10,74;-15,13;;;;-24;-12;-24;;-4,24;-23,24;-16,08;-4;-1;-17,63;-10,99;-784,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/10/20 0:00;Martes;-25,56;-47,02;-10,76;;-5,07;-41,28;-33,6;-27,79;;-16,4;-12,88;-18,04;-42,9;;-25,81;-24,65;-5,62;-26,03;-45,73;-31,59;-27,5;-27,79;-19,16;-34,15;-34,08;-21,3;-22,06;-12,54;-6,62;-8,13;-33,11;;-8;-10,9;-5,15;;;;-25;-37;-68;;-6,71;-42,28;-27,87;-3;-3;-25,4;-10,77;-960,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/10/20 0:00;Miércoles;-20,29;-23,54;-15,55;-5,05;-5,17;-23,26;-20,31;-21,72;;-14,81;-12,15;-19,44;-27,09;-5,72;-25,36;-9,7;-5,85;-20,94;-35,09;-18,93;-25,55;-11,31;-23,61;-22,66;-12,7;-14,14;-11,27;-6,17;-25,79;-8,51;-21,95;-8;;-10,14;-15,17;;;-40;-24;;-24;;-1,32;-17,67;-16,92;-3;-1;-12,1;-5,58;-692,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/20 0:00;Jueves;-9,31;-12,51;-10,41;;;-5,85;-5,61;-5,92;;-5,28;;-6,2;-11,6;-5,29;-10,27;-10,12;;-5,24;-17,49;-6,3;-10,72;-10,8;-4,59;-11,37;-20,42;-10,55;-5,42;-6,64;;;;;;-5;-5,55;;;;;-12;;;-1,07;-23;-5,3;;;-18,86;-5,04;-283,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/10/20 0:00;Viernes;-5,93;-11,79;-10,23;-5,06;;-23,71;-10,96;-5,96;;-17,85;-5,95;-6,7;-16,09;-5,45;-10,15;;-5,25;-10,09;-17,49;-12,77;-27,71;-11,79;-13,89;-11,07;-12,16;-5,24;;;-12,48;-7,56;-15,32;-4;;-11,18;-14,99;;;;-24;-24;-24;;;-11,24;-10,65;-2;-4;;-10,46;-439,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/10/20 0:00;Sábado;-20,6;-17,95;-5,36;-5,05;;-5,63;-11,27;-11,98;;-10,68;-6,03;-13;-15,05;-5,9;-15,02;-15,4;-5,2;-16,83;-11,56;;-5,28;-6,33;-10,16;-5,41;-12,21;-9,76;-5,13;-6,42;;-7,96;-14,97;;;;-10,21;;;;-4;-12;-18;;;-9,07;-5,58;;;-12,42;;-347,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/10/20 0:00;Domingo;-9,9;-11,91;-25,22;-5,06;-5,08;-23,41;-10,77;-18,48;;-16,72;;-13,38;-11,71;;-20,53;-10,14;;-15,26;-22,7;-18,71;-16,69;-10,48;-18,04;-29,02;-13,23;-20,57;-16,82;-12,85;-19,24;-7,82;-10,51;-4;;-10,04;-15,33;;;-20;;-12;;;-3,47;-22,6;-16,21;-3;-4;-16,73;-11,48;-553,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/20 0:00;Lunes;-25,11;-37,89;-20,1;-10,1;-5,11;-29,72;-28,5;-44,45;;-29,07;-17,99;-32,62;-28,82;-18,26;-30,48;-15,33;-10,96;-32,46;-56,15;-19,39;-32,88;-28,87;-31,17;-40,89;-38,67;-34,65;-22,72;-12,53;-26,61;-8,86;-31,18;-4;;-19,91;-20,86;;;;-12;-12;-12;;-4,4;-42,3;-21,62;-5;-4;-23,7;-11,46;-994,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/10/20 0:00;Martes;-40,36;-42,47;-39,93;;-5,08;-35,98;-45,22;-42,01;;-28,28;-6,21;-12,51;-40,89;-11,8;-42,31;-35,81;-9,86;-42,04;-68,8;-31,78;-22,16;-24,55;-30,84;-35,34;-25,58;-26,52;-32,84;-12,61;-20,33;-17,18;-46,3;-8;-4;-5,3;-10,68;;;;-38;-10;-19;;-9,79;-34,04;-22,36;-9;-13;-37,51;-16,37;-1.112,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/10/20 0:00;Miércoles;;-18,07;-4,92;-10,11;;-11,69;-11,39;-6,47;;-5,67;-6,05;-13,23;-11,21;;-9,69;-10,01;-5,47;-4,41;-11,53;-6,07;-5,55;-17,35;-14,13;-22,29;-5,92;-10,82;-11,52;-12,42;-26,86;-7,93;-11,69;-4;;-4,81;-15,82;;;-20;-24;-12;-24;;;-20,98;-5,64;;-1;-5,95;-5,56;-436,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/10/20 0:00;Jueves;;;;;;;-5,79;;;;;;;;;;;;-11,74;;-5,47;;;;;;-5,79;;;;;-4;;;-5,09;;;-20;;-12;;;-2,33;;-11,12;-1;;-5,47;-4,98;-94,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/10/20 0:00;Viernes;;;;;-5,11;;;-11,98;;;;;-5,94;;;-5,09;;-5,68;;;-5,34;;-4,49;-5,57;-6,61;-16,05;;;;;-5,48;;;;;;;;;;;;-1,07;-5,34;;;-2;;;-85,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/10/20 0:00;Sábado;-10,06;;-9,51;-5,08;-5,07;-11,64;-5,56;;;-5,92;;-6,97;-10,89;;-15,77;-3,84;;;-5,92;-6,4;-5,75;-6,09;;-5,01;-6,6;-5,31;;;;;-5,71;-4;;;;;;-40;-12;;-12;;;-10,51;-5,6;;-1;;;-222,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/10/20 0:00;Domingo;-10,53;-17,27;-14,87;-10,12;;-16,99;-16,23;-18,58;;-16,85;-6,16;-19,04;-22,74;-22,34;-20,39;-21,86;;-20,89;-33,49;-19,33;-16,74;-11,86;-19,95;-11,36;-22,75;-16,05;-5,5;-12,89;;-7,75;-15,64;;-4;-10,18;-10,35;;;;-24;-24;-24;;-3,17;-10,5;-17,07;-3;-3;-17,84;-5,6;-604,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
