Ajuste Fecha;Dia Semana;Sabor 1;Sabor 2;Sabor 3;Sabor 4;Sabor 5;Sabor 6;Sabor 7;Sabor 8;Sabor 9;Sabor 10;Sabor 11;Sabor 12;Sabor 13;Sabor 14;Sabor 15;Sabor 16;Sabor 17;Sabor 18;Sabor 19;Sabor 20;Sabor 21;Sabor 22;Sabor 23;Sabor 24;Sabor 25;Sabor 26;Sabor 27;Sabor 28;Sabor 29;Sabor 30;Sabor 31;Sabor 32;Sabor 33;Sabor 34;Sabor 35;Sabor 36;Sabor 37;Sabor 38;Sabor 39;Sabor 40;Sabor 41;Sabor 42;Sabor 43;Sabor 44;Sabor 45;Sabor 46;Sabor 47;Sabor 48;Sabor 49;Sabor 50;Sabor 51;Sabor 52;Sabor 53;Sabor 54;Sabor 55;Sabor 56;Sabor 57;Sabor 58;Sabor 59;Sabor 60;Sabor 61;Sabor 62;Sabor 63;Sabor 64;Sabor 65;Sabor 66;Sabor 67;Sabor 68;Sabor 69;Sabor 70;Sabor 71;Sabor 72;Sabor 73;Sabor 74;Sabor 75;Sabor 76;Sabor 77;Sabor 78;Sabor 79;;Total Cantidad
12/12/22 0:00;Miércoles;-37,14;;-18,11;;;-22,48;-25,17;;-6,56;-43,23;-23,37;;-11,76;-5,65;;-29,15;;;-24,2;-48,08;-11,18;-33,79;-16,06;-17,12;-28,15;;-65,33;-18,91;-23,41;;;-29,93;-32,4;;-13,25;-39,34;;;-4,92;-5,55;-23,47;-19,69;;-42,49;;-14,93;-17,74;-4;-4;;-5,75;-15,88;;;;;;;;;-36;;;;;-24;;;-12;-1,02;-2,06;-2,03;-29;-36,76;;-3;-3;-24,68;-10,71;;-966,45
13/12/22 0:00;Jueves;-15,6;;-40,38;;-27;-23,7;-20,15;;-29,97;-29,49;-28,25;-27;-27,6;-5,91;;-16,9;;-17,29;-42,96;-43,24;-11,73;-44,22;-16,74;-24,66;-39,89;;-59,35;-32;-50,38;;;-17,39;-32,04;;-49,34;-31,22;;-27;-32,58;-32,16;-22,96;-25,29;;-35,34;;-6,8;-27,35;;;-8;-16,62;-10,56;;;;;;;;;-36;-5,3;-20;;;-12;;;;-1,01;-1;;-52,2;-36,52;;-4;-3;-18,54;-10,88;;-1.249,51
14/12/22 0:00;Viernes;-11,21;;-17,5;;;-30,39;-10,1;-5,1;-11,97;-33,74;-22,38;-18;-25,76;-17,75;;-16,44;;-23,54;-18,43;-48,34;-11,5;-28,99;-17,13;;-22,91;;-36,13;-13,12;-26,79;;;-24,95;-15,48;;-25,29;-19,02;;;-21,53;-16,76;-11,86;;;-21,01;;-13,86;-18,14;-4;-8;;-11,42;-21,77;;;;;;;;;-72;;-20;;;-18;;-36;-24;-1,01;-1,04;;-23,83;-23,58;;-4;-6;-12,3;-21,61;;-963,68
15/12/22 0:00;Sábado;-28,17;;-30,17;;;-10,81;-5,05;-10,19;-6,93;-16,81;-6,14;;-16,46;-5,63;;-16,23;;;-12,65;-11,41;;-10,96;-5,66;;-16,55;;-35,37;-6,37;-16,95;;;-11,8;-16,11;;-25,41;-26,14;;;-15,79;-11,38;-11,58;-12,72;;-14,27;;-7,11;-10,96;;;;-5,31;-10,19;;;;;;;;;-54;;;;;-12;;;-12;-1,01;;;-18,21;-19,21;;-1;-2;-19,14;-5,48;;-591,33
16/12/22 0:00;Domingo;-16,22;;-29,15;;;-21,39;-25,23;-10,16;-12,33;-28,59;-22,87;;-25,71;-6,18;;-17,24;;-5,88;-18,74;-23,3;-11,55;-21,91;-21,25;-5,85;-23,68;;-38,5;-25,01;-32,46;;;-12,66;-17,18;;-24,51;-23,64;;;-11,35;-5,6;-15,53;-6,27;;-20,73;;;-18,2;-12;;-12;-12,78;-10,28;;;;;;;;;-54;;-20;;-12;-24;;-12;-12;-1;-2,03;-2,03;-17,48;-24,37;;-2;-4;-19,11;-10,91;;-862,86
17/12/22 0:00;Lunes;-22,33;;-34,85;;;-11,53;-25,26;-10,19;-19,05;-41,14;-27,62;;-15,8;-18,05;;-28,71;;-17,78;-18,63;-53,85;-17,95;-40,13;;-19,58;-28,13;;-67,33;-34,59;-38,25;;;-39,42;-27,32;;-25,13;-37,54;;;-20,69;-5,52;-29,06;-18,63;;-27,62;;-16,61;-17,49;-8;-8;;-24,87;-21,35;;;;;;;;;-108;;;;;;;-12;;-2,02;-3,09;-6,08;-41,31;-18,56;;-4;-3;-19,95;;;-1.136,01
18/12/22 0:00;Martes;-39,29;;-41,52;;;-57,16;-5,05;;-24,59;-59,06;-45,67;;-51,05;-48,15;;-38,24;;-34,03;-32,17;-74,8;-28,86;-66,52;-54,28;-18,11;-57,59;;-88,19;-32,78;-71,78;;;-64,81;-47,45;;-56,67;-43,67;;;-45,47;-38,63;-61,47;-55,33;;-57,03;;-21,86;-49,94;;;-4;-20,7;-52,85;;;;;;;;;;;;;;-12;;-12;-24;;-1,03;;-98,82;-55,84;;-2;-3;-60,04;-31,69;;-1.889,19
19/12/22 0:00;Miércoles;-21,49;;-79,63;;-27;-40,69;-10,08;-25,48;-55,71;-71,42;-40,92;;-47,98;-24,05;;-27,75;;-34,33;-44,25;-51,87;-17,39;-82,88;-40,63;-28,41;-55,37;;-54,88;-56,34;-65,26;;;-52,49;-68,09;;-86,97;-50,13;;;-46,36;-32,98;-52,14;-31,29;;-35,89;;-35,77;-61,81;-4;;-4;-26,04;-26,4;;;;;;;;;-18;;;;-12;-48;;-12;-24;-5,04;-4,09;-7,12;-67,67;-62,15;;-5;-4;-24,38;-21,62;;-1.933,24
20/12/22 0:00;Jueves;-10,29;;-29,3;;;-10,69;-10,09;-20,34;-6,42;-11,79;-23,27;;-16,78;;;-5,48;;-10,37;-26,28;-22,85;;-11;-9,57;-7,08;-22,89;;-28,71;-12,48;-29,51;;;-17,17;-11,47;;-35,21;-12,52;;;-16,55;-5;-17,01;-6,07;;-7,38;;-7,48;-6,17;;;;;;;;;;;;;;-36;;;;;;;-12;-24;;-3,07;-1,01;-16,35;-18,71;;-2;-3;-12,23;-5,18;;-600,77
21/12/22 0:00;Viernes;-26,73;;-30,48;;;-23,97;-20,19;-10,2;-6,16;-36,5;-23,17;;-18,21;-18,28;;-17,21;;-11,45;-11,78;-33,96;-11,52;-38,6;-21,1;-7,36;-36,51;;-50,26;-24,44;-28,36;;;-11,03;-27,73;;-17,26;-32,09;;;-15,75;-16,75;-41,88;-12,26;;-41,4;;-23,69;-27,57;-8;;-4;-11,23;-22,52;;;;;;;;;-90;;;;;-12;;;;-1,01;-1,02;;-40,15;-43,89;;-1;-2;-33,09;-5,17;;-1.048,93
22/12/22 0:00;Sábado;-32,83;;-30,35;;;-21,88;-15,11;-5,08;-11,36;-23,4;-17,93;;-18,7;-6,2;;-16,24;;-5,34;-19,44;-40,29;-23,38;-17;-21,1;-19,78;-37,72;;-28,84;-36,68;-24,55;;-27;-11,35;-15,6;;-16,81;-12,53;;;-15,48;;-39,09;-6,19;;-53,26;;-7,06;-11,16;-4;;;;-10,16;;;;;;;;;-36;;-20;;-12;;;;;-2,03;-4,07;-6,07;-29,85;-24,76;;-6;-8;-31,53;;;-883,2
23/12/22 0:00;Domingo;-43,04;;-18,45;;;-11,5;-10,11;-10,16;-11,68;-29,35;-23,44;;-28,52;-6,59;;-17,08;;-11,16;-13,02;-29,77;-5,56;-33,08;-11,53;;-23,32;;-45,54;-12,1;-31,29;;;-16,61;-27,89;;-30,2;-24,55;;-27;-21,45;;-116,63;-5,85;;-40,95;;-7,14;-22,14;-4;;-4;-8,34;-10,87;;;;;;;;;-72;;-20;;;-36;;;-12;-3,05;-6,17;-9,13;-28,72;-19,17;;-11;-12;-6,29;-21,71;;-1.051,15
24/12/22 0:00;Lunes;-68,49;;-36,88;;;-22,81;-5,05;;-10,85;-39,79;-42,07;;-27,13;-12,57;;-17,24;;-10,91;-36,68;-56,29;-11,72;-50,12;-14,69;-12,79;-40,43;;-79,33;-44,73;-44,19;;;-45,34;-46,59;;-49,49;-55,25;;;-31,27;-22,61;-160,49;-24,86;;-90,32;;-29,34;-34,81;-8;-4;-8;-15,66;-22,43;;;;;;;;;-54;-24,32;-40;;;-18;;-48;-36;-8,1;-14,33;-15,2;-52,95;-42,78;;-15;-16;-31,35;-11,05;;-1.760,30
25/12/22 0:00;Martes;-62,97;;-18,49;;;-10,85;-10,06;;-10,79;-6,46;-29,51;;-25,81;-6,28;;-11,84;;-5,55;-12,34;-5,11;;-16,71;-11,5;-17,74;-23,68;;-33,73;;-4,89;;;-6,01;-11,12;;-19,19;;;;-28,27;-6,38;-45,92;-6,44;;-36;;;-5,41;;-8;-4;;-5,88;;;;;;;;;;-5,34;;;;;;-12;;-2,02;-2,05;-9,11;-23,2;-5,72;;-2;-4;-12,57;-21,86;;-606,8
26/12/22 0:00;Miércoles;-21,93;;-18,35;;;-10,71;-20,2;-30,38;-5,73;-17,91;-10,09;;-11,63;-12,35;;;;;-6,39;-29,58;-18,99;-5,71;-10,53;-11,72;-18,59;;-22,64;-30,52;-17,27;;-27;-27,42;-10,77;;-26,3;-24,44;;;-27,69;-11,21;-46,2;;;-27,92;;-7,21;-11,3;-8;-4;-4;-27,84;-5,16;;;;;;;;;-36;-18,6;;;;-36;;;-24;-1,01;-3,1;-1,02;-17,88;-24,2;;-2;-6;-6,52;-5,17;;-809,18
27/12/22 0:00;Jueves;-5,7;;-24,18;;;-23,39;-10,04;-10,13;-5,97;-18,23;-16,24;;-7,55;-12,6;;-11,47;;-6,04;-11,65;-5,83;;-28,19;-5,15;-11,19;-16,76;;-45,86;-5,89;-24,3;;;-11,41;-6,66;;-6,52;-6,22;;;;;-5,54;-5,91;;;;;-5,29;;;-4;-12,25;-6,15;;;;;;;;;-54;;;;;;;-12;;-4,09;-1,01;-1,01;-12,59;-5,62;;-2;-2;-6,03;-5,96;;-482,62
28/12/22 0:00;Viernes;-25,6;;-12,66;;;-6,31;-5,03;-5,09;-24,75;-23,34;-18,16;;-27,55;-5,81;;-6,63;;-11,43;-25,28;-44,69;-11,7;-11,44;-5,37;-5,51;-28,54;;-17,55;-12,71;-17,23;;;-16,69;-33,95;;-25,24;-30,7;;;-16,48;-12,12;-24,14;-12,88;;-21,15;;-15,46;-23,1;-4;;;-5,07;-10,79;;;;;;;;;-54;;;;;-12;;;-24;-1,01;-2,03;-3,03;-17,6;-34,45;;-5;-3;-30;-5,57;;-795,84
29/12/22 0:00;Sábado;-5,17;;-12,73;;;-10,8;-10,06;-5,07;;-13,63;-17,65;;-6,51;;;-16,26;;;-7,03;-10,92;-5,71;-10,14;-5,75;-7,31;-16,61;;-22,7;-12,36;-23,52;;;-6,19;-10,77;;-12,27;-12,67;;;-11,85;;-24,22;-6,14;;-21,28;;;-6,41;;-4;-8;-17,68;-5,7;;;;;;;;;;-12,4;;;-12;-12;;-12;;;-4,14;-1,01;-24,38;-6,27;;-2;-4;;-10,51;;-467,82
30/12/22 0:00;Domingo;-33,42;;-23,43;;-27;-15,8;-10,04;-10,13;-5,68;-27,94;-17,55;;-24,83;-11,87;;-19,13;;-16,22;-17,06;-30,12;-6,22;-38,94;-35,03;-6,52;-28,53;;-45,67;-12,52;-18,11;;-54;-17,04;-16,43;;-39,37;-30,5;;;-5,34;-11,99;-53,64;-12,94;;-20,82;;-15,49;-5,73;;;;-5,61;-11,78;;;;;;;;;-72;-6,11;;;;;;;-12;-1,01;-1,03;-6,13;-28,83;-16,75;;-7;-9;-19,62;-10,8;;-972,72
31/12/22 0:00;Lunes;-64,03;;-43,85;;-27;-17,13;-20,13;-10,14;-12,62;-36,35;-35,06;;-31,46;-11,53;;-22,53;;-10,15;-32,8;-53,17;-12,76;-60,67;-19,22;-13,08;-74,56;;-91,99;-48,55;-68,64;;-27;-34,96;-52,17;;-62,51;-63,93;;;-37,96;-22,8;-197,4;-17,56;;-71,45;;-20,9;-48,18;-12;-4;-20;-10,39;-27,43;;;;;;;;;-36;-18,39;-20;;-12;-24;;-36;-24;-14,2;-19,53;-14,21;-66,62;-35,5;;-19;-15;-38,46;-33,77;;-1.974,74
1/1/23 0:00;Martes;-22,38;;-19,4;;;-28,49;-5,01;-5,1;-6,09;-11,48;-18,65;;-25,54;-5,75;;-16,42;;-5,56;-26,61;-25,02;-6,01;-21,15;-15,69;-6,47;-11,36;;-15,96;-13,02;-12,11;;;-16,93;-23,73;;-26,24;-13,08;;;-16,88;-10,19;-82,8;-13,19;;-28,34;;-7,61;-18,03;-4;;-4;-4,69;-21,08;;;;;;;;;;-11,29;;;;;;-12;;-2,03;-2,04;-2,04;-23,59;-12,1;;-3;-1;-6,28;-7,37;;-696,8
2/1/23 0:00;Miércoles;-20,92;;-24,68;;-54;-13,19;-10,06;-5,06;-17,94;-24,94;-24,29;;-25,37;-24,18;;-5,46;;;-7,23;-17,07;-11,77;-28,1;-11,07;-11,52;-39,02;;-44,8;-18,88;-42,08;;;-16,83;-23,07;;-12,73;-17,72;;;-27,33;-12,1;-29,68;;;-14,77;;;-6,27;;;;-4,19;-11,73;;;;;;;;;-54;-6,15;;;;-36;;-12;;-2,03;-5,16;-5,11;-22,92;-29,99;;;-2;-12,31;-5,1;;-850,82
3/1/23 0:00;Jueves;-20,48;;-11,52;;;-6,9;-15,06;;-6,41;-5,75;-5,8;;-6,03;-6,32;;-7,07;;-5,23;-5,67;-17,96;;-10,59;-5,36;;-16,87;;-41,16;-12,25;-12,23;;;-6,14;-16,69;;-25,41;-5,83;;;-5,5;-6,46;-5,62;-6,58;;-7,79;;-14,9;-5,81;-8;-4;;-11,13;;;;;;;;;;-90;-6,67;;;-24;-12;;-12;-12;-4,04;-9,35;-3,06;-11,64;-6,63;;-4;-6;-6,1;-5,47;;-561,48
4/1/23 0:00;Viernes;;;-18,55;;;-18,97;-10,04;-5,1;;-29,24;-17,41;;-10,53;-5,82;;-11,5;;-11,94;-26,17;-17,16;-6,17;-22,61;-24;-20,57;-17,04;;-37,28;-13,86;-23,87;;;-24,17;-22,44;;-29,67;-25,08;;;-16,09;-6,1;;-26,27;;-7,18;;-14,43;-24,25;;;-8;-12,48;-12,19;;;;;;;;;-18;-12,35;-20;;;-12;;;-12;;;-2,01;-11,18;-24,05;;-3;-1;-23,83;-10,32;;-725,92
5/1/23 0:00;Sábado;-10,14;;-11,48;;;-5,62;-30,11;-20,56;-12,85;-24,78;-18,17;;-11,12;-6,33;;-16,65;;;-25,52;-17,05;-6,35;-22,44;-5,77;;-21,64;;-31,41;-12,35;-18,43;;;-17,65;-10,99;;-18,02;-10,59;;;-10,79;-17,61;-11,92;-6,32;;-18,02;;;;-4;;;-5,42;-5,67;;;;;;;;;-90;;;;;-24;;-24;-24;-2,04;-3,13;-1;-29,25;-11,74;;-2;-2;-12,25;-5,75;;-696,93
6/1/23 0:00;Domingo;-27,7;;-24,14;;;-17,67;-10,02;-15,19;-6,3;-25,45;-17,8;;-22,56;-11,92;;-17,99;;-17,87;-12,7;-32,23;-6,43;-34,39;-10,58;-18,23;-16,13;;-38,87;-23,89;-23,74;;;-18,47;-23,26;;-31,84;-31,86;;;-10,77;-5,76;-7;-13,07;;-27,18;;-13,68;-23,37;;;;-9,67;-11,45;;;;;;;;;-36;-22,21;;;;;;;-12;-2,02;;;-32,66;-25,21;;-4;-3;-13,1;-5,64;;-815,02
7/1/23 0:00;Lunes;-27,76;;-34,8;;;-11,93;-25,19;-15,26;-11,86;-31,37;-24,52;;-28,09;-12,23;;-12,39;;-11,83;-26,76;-43,42;-11,93;-21,92;-18,22;;-21,13;;-55,69;-31,2;-29,81;;;-35,56;-15,73;;-44,41;-25,86;;;-22,57;-18,75;-22,43;-12,84;;-21,19;;-14,15;-16,98;-8;-4;-8;-17,03;-17,85;;;;;;;;;-36;-11,85;;;-36;-24;;;;-1,02;-5,15;-2,02;-35,44;-12,25;;-8;-6;-26,83;-10,16;;-1.027,38
8/1/23 0:00;Martes;-37,63;;-51,42;;-27;-43,4;-25,07;-20,34;-11,97;-25,24;-47,55;;-20,98;-18,58;;-26,73;;-23,02;-13,95;-89,45;-23;-48,99;-16,6;-22,8;-58,83;;-71,42;-31,39;-60,21;;;-18,64;-35,06;;-45,54;-69,7;;;-22,45;-17,68;-29,3;-19,31;;-46,89;;-13,86;-51,02;-4;;-16;-4,31;-22,76;;;;;;;;;-90;-13,04;;;-12;-24;;-24;-48;-5,05;-4,18;-5,09;-57,52;-47,22;;-5;-7;-37,68;-15,5;;-1.627,37
9/1/23 0:00;Miércoles;-16,9;;-5,51;;;-11,12;-5,03;-5,09;;-31,36;-17,63;;-15,95;-11,77;;-6,61;;-5,21;-13,83;-16,38;-11,83;-16,64;-10,23;-6,68;-22,77;;-45,49;-12,65;-17,42;;;-18,22;-20,91;;-19,34;-6,46;;;-22,25;-5,89;-17,41;-12,87;;-27,14;;-7,68;-5,6;-4;-8;-8;-17,33;-6,12;;;;;;;;;-54;-12,35;;;;;;-12;;-4,05;-3,06;-3,02;-23,8;-11,27;;;-1;-25,63;-10,53;;-674,03
10/1/23 0:00;Jueves;-10,83;;-32,99;;;-23,71;-10,02;-5,09;-17,77;-19,42;-12,43;;-15,5;-17,37;;;;-12,39;-27,93;-24,27;-6,27;-35,18;-19,77;-13,53;-16,27;;-45,43;-12,1;-24,48;;;-30,4;-20,79;;-26,47;-19,6;;;-15,05;-18,09;-5,41;-6,01;;-33,53;;;-22,75;-8;-8;;-10,46;-11,67;;;;;;;;;;-6,66;-60;;;-24;;-12;;-1,02;-1,02;;-22,85;-29,61;;-4;-4;;-5,1;;-809,24
11/1/23 0:00;Viernes;-15,83;;-22,62;;-27;-6,08;-15,07;;-11,88;-30,09;-21,72;;-21,92;-5,69;;-15,85;;-12,51;-6,31;-12,17;;-27,36;-16,2;-5,43;-25,89;;-39,28;-11,71;-12,19;;-27;-12,89;-28,78;;-25,78;-20,25;;;-10,88;-5,98;-24,07;-12,94;;;;-15,16;-5,34;;;-4;-9,08;;;;;;;;;;-126;-11,56;;;;;;-24;;;-2,08;-1,03;-23,86;-10,7;;-1;;-18,19;-11,03;;-794,4
12/1/23 0:00;Sábado;-14,78;;-5,33;;;-12,84;-25,1;-20,3;-12,06;-5,91;;;-10,89;;;-6,25;;-7,07;-19,17;-26,74;-9,23;-10,5;-5,39;;-15,92;;-11,06;-25,72;-18,42;;-27;-19,11;-10,85;;-20,07;-12,95;;;-39,13;-12,58;-11,92;-6,78;;-13,19;;;;;;-4;-4,31;-17,47;;;;;;;;;;-6,19;;;-12;;;-12;;;-2,02;;-17,14;-11,89;;-3;-2;;-10,84;;-539,12
13/1/23 0:00;Domingo;-15,54;;-28,41;;;-11,95;-20,05;-5,04;;-19,67;-15,06;;-15,71;-12,08;;-15,27;;;;-10,86;;-15,59;-9,53;-19,07;-12,26;;-33,27;-6,03;-17,75;;;-18,81;-4,87;;-13,68;-27,51;;;-11,84;;-26,17;-6,59;;-6,02;;-6,67;-5,53;;;;-5,67;-6,25;;;;;;;;;-36;-6,62;-20;;;-12;;-24;-12;-2,05;-1,05;-1,03;-23,83;-21,59;;-4;-3;-18,81;-4,89;;-613,62
14/1/23 0:00;Lunes;-15,58;;-22,44;;;-15,92;-20,06;;-12,47;-12,84;-22,56;;-21,54;-6,42;;-22,56;;-19,55;-18;-41,03;-10,32;-33,04;-15,74;-5,7;-27,97;;-45,25;-18,43;-47,68;;-19;-10,63;-26,68;;-25,64;-25,95;;-27;-11,52;-17,61;-19,46;-6,44;;-31,82;;-25,11;-32,66;-12;;-8;-16,99;-12,87;;;;;;;;;-36;-11,65;;;-12;-12;;;-12;-2;-3,21;-1,01;-23,51;-23,1;;-4;-2;-18,58;-10,43;;-955,97
15/1/23 0:00;Martes;-26,29;;-48,83;;;-40,23;-25,11;-5,1;-12;-31,2;-36,43;-54;-27,08;-18,48;;-22,81;;-12,85;-43,32;-71,1;-23,4;-38,11;-32,3;-28,85;-31,88;;-90,14;-38,7;-35,48;;;-44,38;-43,51;;-43,94;-25,9;;-54;-52,08;-17,94;-42,68;-12,78;;-23,54;;;-26,05;-8;;-8;-5,39;-23,73;;;;;;;;;-36;-11,78;-80;;;;;-12;-24;-3,05;-9,25;-5,1;-51,68;-32,92;;-8;-10;-24,89;-20,19;;-1.554,47
16/1/23 0:00;Miércoles;-30,93;;-16,07;;;-17,43;-10,02;-5,09;-13,16;-23,37;-30,22;;-25,94;-11,81;;-4,84;;-22,22;-11,86;-12,22;-18,27;-33,68;-10,67;-5,09;-33,4;;-47,57;-24,78;-29,33;;;-12,06;-5,85;;-31,02;-27,02;;;-10,75;-12,12;-19,84;-20,08;;-36,03;;-20,97;-22,06;;-4;-4;-18,04;-17,48;;;;;;;;;-36;-6,42;-20;;-12;-12;;-12;;-2,03;-1,04;-1,01;-37,38;-28,73;;-1;-2;-18,76;;;-889,66
17/1/23 0:00;Jueves;-11,42;;-11,48;;;-5,09;-10,02;;;-6,52;-15,29;;-5,78;-5,97;;-27,94;;-6,27;-7,2;-31,4;;-28,9;-4,74;-6,09;-24,19;;-21,58;-12,38;-11,08;;;-17,67;-31,8;;-24,26;-12,91;;;-21,1;-17,13;-5,7;-13,29;;-17,9;;-7,45;-15,9;;;-4;-5,12;-11,76;;;;;;;;;;-6,25;;;;;;;;-2,02;-1,05;-5,08;-16,72;-11,33;;;-4;-19,15;-15,38;;-540,31
18/1/23 0:00;Viernes;-10,44;;-22,44;;;-15,23;-15,09;-15,22;-19,01;-13,32;-22,1;;-22,46;-6,12;;-11,31;;-6,58;-30,04;-5;-5,77;-22,8;-5,51;-11,4;-22,53;;-46,49;-6,62;-29,02;;;-24,59;-13,06;;-12,85;-22,49;;-27;-11,28;-11,34;-18,66;;;-25,46;;-13,7;-11,37;;-12;;-7,68;-6,02;;;;;;;;;-72;-6,15;;;;-12;;;;-3,05;-1,01;-1,02;-22,96;-16,75;;-3;-2;-6,04;-4,79;;-732,77
19/1/23 0:00;Sábado;-16;;-17,04;;;-16,62;-20,12;-15,28;;-24,01;-16,97;;-10,82;-17,98;;-11,98;;;-12,42;-29,25;-6,14;-27,9;-4,86;-11,4;-10,38;;-39,27;-12,84;-29,55;;;-23,79;-15,74;;-18,92;-51,3;;;-21,17;-5,88;-22,92;-6,26;;-5,65;;-6,81;-15,9;-4;;-8;-10,89;-6,01;;;;;;;;;-54;;;;-12;-24;;-24;-48;-1,03;-1,05;-3,13;-28,16;-17,52;;-3;-2;-13,03;-11,19;;-816,18
20/1/23 0:00;Domingo;-5,32;;-5,38;;;-12,16;-5,03;-5,09;-12,56;-6,75;-26,1;;-13,58;;;;;-6,28;-18,72;-5,92;-6,11;-16,98;-20,11;;-17,08;;-11;-17,96;-17,25;;;-6,09;-10,12;;-18,96;-6,39;;;-11,08;-5,9;-17,93;-7,16;;-22,93;;;-5,49;-4;-4;-4;-5,5;-6,38;;;;;;;;;-54;-5,66;;;;-48;;-24;-24;-5,12;-2,09;-3,12;-22,14;;;-1;-1;-6,14;-10,44;;-572,02
21/1/23 0:00;Lunes;-25,66;;-45,98;;-27;-22,31;-25,14;-10,18;-20,08;-25,07;-26,79;-27;-44,6;-11,61;;-21,79;;-17,6;-11,74;-48,32;-12,46;-38,5;-21,44;-10,36;-39,96;;-70,27;-24,65;-35,41;;;-36,01;-36,39;;-39,03;-45,54;;;-26,65;-17,09;-18,08;-26,13;;-18,47;;-7,55;-26,46;-16;-4;-12;-18,07;-11,76;;;;;;;;;-18;-5,92;-40;;-24;-12;;-36;-12;-6,11;-11,38;-6,13;-33,83;-45,62;;-1;-5;-24,8;-10,95;;-1.315,89
22/1/23 0:00;Martes;-21,24;;-50,72;;-27;-43,62;-5,04;-10,2;-5,14;-34,87;-22,84;;-28,61;-24,15;;-38,74;;-17,37;-38,51;-73,88;-17,13;-33,84;-32,94;-24,95;-54,88;;-88,58;-49,97;-51,36;;-27;-45,07;-45,83;;-52,36;-52,35;;;-42,4;-18,77;-41,33;-19,19;;-41,54;;-20,53;-36,66;-8;;;-26,07;-35,92;;;;;;;;;-54;-6,03;;;;-24;;-24;-12;-3,08;-5,12;-4,08;-61,23;-39,52;;-11;-7;-29,3;-19,04;;-1.608,00
23/1/23 0:00;Miércoles;-25,96;;-29,08;;;-16,59;-20,14;-5,09;-12,89;-29,31;-34,7;-27;-27,11;-12,02;;-11,33;;-6,55;-17,13;-29,23;-6,13;-39,72;-5,49;-11,16;-33,35;;-50,4;-12,4;-28,72;;;-18,44;-15,85;;-33,18;-19,23;;;-21,28;-23,6;-31,18;-17,85;;-35,83;;-14,01;-16,83;;-4;-12;-15,35;-17,15;;;;;;;;;-36;;;;-12;-24;;-12;-36;-3,01;-4,14;-5,08;-38,98;-38,18;;-3;-2;-30,59;-10,46;;-1.042,72
24/1/23 0:00;Jueves;-15,34;;-17,29;;-27;-22,91;-20,13;-5,04;-11,89;-15,42;-14,99;;-11,76;-17,87;;-10,87;;-13,68;-12,93;-17,16;-11,94;-16,66;-18,99;-9,96;-17,12;;-27,18;-12,65;-23;;-27;-5,6;-5,71;;-13,17;-12,97;;;;-12,56;;-12,87;;-5,8;;-13,57;-16,53;-8;;;;-11,15;;;;;;;;;-90;;;;;-12;;-12;-12;-1;-1,04;-1,04;-21,8;-22,48;;-2;-1;-23,58;-14,79;;-731,44
25/1/23 0:00;Viernes;-10,41;;-10,64;;;-5,8;-10,07;-10,18;-6,08;-11,4;;;-11,03;-5,87;;-16,35;;-6,7;-6,56;-18,47;-12,63;-16,88;-16;;-16,14;;-32,54;-18,54;-26,99;;;-17,07;-15,57;;-19,65;-19,48;;;-10,59;;-11,78;;;-5,23;;;-5,13;;-4;-8;-10,89;-6,25;;;;;;;;;-18;;;;-24;;;;;;-1,06;-2,03;-16,76;-17,68;;-1;-1;;-10,58;;-495,03
26/1/23 0:00;Sábado;-17,1;;-23,27;;;-24,88;-15,08;-10,15;-5,66;-11,86;-21,04;;-17,32;-5,93;;-5,48;;-7,97;-11,54;-28,65;-6,46;-22,14;-4,32;-11,57;-24,01;;-39,11;-18,88;-10,56;;;-30,1;-15,14;;-17,81;-25,4;;;-15,08;-16,58;-11,55;-6,48;;-5,66;;-7,07;-10,36;;;;-11,14;-5,72;;;;;;;;;-72;;;;;;;-24;-12;;;;-22,84;-11,44;;-1;-1;-12,58;-5,42;;-683,35
27/1/23 0:00;Domingo;-9,85;;-11,37;;;-5,99;-25,17;-20,4;;-23,33;-10,08;;-11,55;-11,69;;-16,08;;-6,46;-16,61;-16,92;-4,59;-16,2;-11,23;-4,68;-23,21;;-32,24;-5,79;-21,65;;-27;-5,94;-15,77;;-13,35;-19,89;;;-10,03;;-5,94;-13;;-24,42;;-13,69;-10,38;-8;-4;-12;-10,05;-11,33;;;;;;;;;-18;;-20;;-12;-12;;-24;-12;;-2,07;-1,02;-22,5;-17,96;;-3;-2;-6,85;-5,77;;-669,05
28/1/23 0:00;Lunes;-15,59;;-34,61;;;-23,22;-5,03;-15,23;-18,07;-30,06;-20,86;;-34,21;-11,25;;-15,58;;-9,62;-29,29;-53,68;-6,04;-38,69;-11,15;-16,9;-29,38;;-45,38;-26,12;-48,73;;;-35,78;-20,26;;-29,93;-25,77;;;-31,57;-11,78;-40,4;-13,5;;-35,74;;-7,27;-22;;;;-9,68;-9,58;;;;;;;;;-36;;;;-12;-12;;-12;-24;;-3,1;-2,03;-45,53;-22,9;;-5;-4;-29,18;-16,42;;-1.056,11
