,date,temp,humidity,wind_speed,clouds_all,holiday,Sabor 1,Sabor 2,Sabor 3,Sabor 4,Sabor 5,Sabor 6,Sabor 7,Sabor 8,Sabor 9,Sabor 10,Sabor 11,Sabor 12,Sabor 13,Sabor 14,Sabor 15,Sabor 16,Sabor 17,Sabor 18,Sabor 19,Sabor 20,Sabor 21,Sabor 22,Sabor 23,Sabor 24,Sabor 25,Sabor 26,Sabor 27,Sabor 28,Sabor 29,Sabor 30,Sabor 31,Sabor 32,Sabor 33,Sabor 34,Sabor 35,Sabor 36,Sabor 37,Sabor 38,Sabor 39,Sabor 40,Sabor 41,Sabor 42,Sabor 43,Sabor 44,Sabor 45,Sabor 46,Sabor 47,Sabor 48,Sabor 49,Sabor 50,Sabor 51,Sabor 52,Sabor 53,Sabor 54,Sabor 55,Sabor 56,Sabor 57,Sabor 58,Sabor 59,Sabor 60,Sabor 61,Sabor 62,Sabor 63,Sabor 64,Sabor 65,Sabor 66,Sabor 67,Sabor 68,Sabor 69,Sabor 70,Sabor 71,Sabor 72,Sabor 73,Sabor 74,Sabor 75,Sabor 76,Sabor 77,Sabor 78,Sabor 79
327,2022-11-24,28.06625,41.0,3.09,0.0,False,15.28,0.0,22.39,0.0,0.0,11.66,25.26,15.27,17.14,22.76,23.53,0.0,0.0,0.0,0.0,11.92,0.0,10.4,5.9,44.81,11.14,21.65,10.24,5.67,6.28,0.0,23.9,11.86,24.73,0.0,0.0,6.17,26.57,0.0,19.25,33.14,0.0,0.0,11.28,5.31,22.63,23.2,0.0,6.47,0.0,14.18,12.23,0.0,0.0,4.0,11.38,20.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.04,2.02,23.52,29.38,0.0,10.0,0.0,23.49,5.71
328,2022-11-25,28.35166666666667,47.0,4.12,0.0,False,15.69,0.0,29.59,0.0,0.0,29.36,10.1,5.12,12.34,33.76,11.52,0.0,30.88,19.04,0.0,27.43,0.0,32.63,17.72,43.99,16.13,51.59,20.85,11.82,28.91,0.0,65.01,44.92,31.48,0.0,0.0,35.49,22.42,0.0,68.15,25.4,0.0,0.0,22.1,5.87,17.35,12.46,0.0,27.27,0.0,13.65,21.01,0.0,0.0,4.0,17.53,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,28.64,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.01,5.09,2.02,41.07,36.54,0.0,50.0,40.0,17.43,11.18
329,2022-11-26,29.554166666666664,54.5,4.12,0.0,False,39.6,0.0,59.2,0.0,0.0,38.67,10.09,25.43,6.52,56.74,22.8,0.0,36.9,12.26,0.0,16.32,0.0,22.91,34.27,44.83,21.74,41.31,33.11,17.77,50.73,0.0,89.58,33.57,69.13,0.0,0.0,36.46,37.65,0.0,46.54,68.1,0.0,0.0,27.7,22.56,23.18,26.34,0.0,47.83,0.0,29.33,41.5,4.0,4.0,4.0,12.45,26.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,32.68,0.0,0.0,0.0,240.0,0.0,120.0,120.0,4.04,2.04,2.04,60.67,48.95,0.0,30.0,20.0,42.6,16.54
330,2022-11-27,28.385416666666668,54.5,4.63,0.0,False,29.67,0.0,53.86,0.0,0.0,36.11,20.28,0.0,19.65,27.97,56.09,27.0,32.39,37.77,0.0,27.09,0.0,17.05,29.91,63.58,21.66,58.24,24.78,11.7,56.68,0.0,67.57,33.06,55.89,0.0,0.0,29.83,43.19,0.0,61.81,45.09,0.0,0.0,45.25,22.79,40.38,30.85,0.0,53.49,0.0,14.91,42.62,0.0,4.0,0.0,36.31,20.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,5.16,0.0,0.0,0.0,240.0,0.0,0.0,0.0,1.01,0.0,1.02,53.85,42.32,0.0,60.0,10.0,30.4,27.77
331,2022-11-28,29.161666666666665,52.5,4.63,0.0,False,11.2,0.0,6.19,0.0,81.0,16.43,5.08,0.0,20.23,23.46,22.9,54.0,37.02,19.23,0.0,15.75,0.0,21.89,28.68,42.98,10.62,22.94,15.95,18.22,17.22,0.0,61.4,18.2,48.99,0.0,54.0,11.85,11.21,0.0,30.15,6.67,0.0,270.0,33.25,11.32,17.66,17.93,0.0,27.13,0.0,13.61,23.78,0.0,8.0,0.0,6.12,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,11.74,200.0,0.0,120.0,120.0,0.0,120.0,360.0,2.03,2.03,1.01,29.86,39.93,0.0,0.0,20.0,17.7,10.66
332,2022-11-29,29.316666666666663,50.0,3.6,0.0,False,11.76,0.0,18.36,0.0,0.0,10.07,5.08,5.08,6.34,29.68,11.07,0.0,10.61,13.19,0.0,10.19,0.0,6.03,17.96,18.03,16.43,16.13,15.16,5.56,6.17,0.0,42.14,5.81,41.4,0.0,0.0,23.67,26.92,0.0,13.13,13.68,0.0,0.0,5.9,5.15,29.7,6.11,0.0,12.73,0.0,15.02,11.64,0.0,0.0,0.0,0.0,26.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,5.62,0.0,0.0,120.0,0.0,0.0,120.0,120.0,1.0,3.05,2.01,30.2,23.11,0.0,10.0,10.0,11.86,5.97
333,2022-11-30,25.65875,60.0,3.86,0.0,False,5.97,0.0,24.48,0.0,0.0,17.24,10.12,0.0,6.52,34.35,11.58,0.0,16.01,19.31,0.0,10.07,0.0,10.61,22.93,29.29,0.0,28.8,18.35,11.98,34.76,0.0,30.74,31.47,30.2,0.0,0.0,17.72,16.09,0.0,32.62,27.01,0.0,0.0,22.9,16.33,17.32,12.26,0.0,20.77,0.0,13.0,24.1,0.0,0.0,0.0,17.64,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,22.42,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,23.23,28.84,0.0,20.0,20.0,24.79,11.26
334,2022-12-01,22.839583333333334,72.0,6.69,20.0,False,17.12,12.03,11.54,10.0,5.07,11.87,17.48,19.1,11.3,6.5,11.59,5.71,29.79,0.0,16.51,0.0,11.25,17.75,31.85,21.41,23.16,6.48,17.02,36.9,22.6,5.29,11.59,13.5,6.88,13.96,23.73,0.0,0.0,5.7,16.41,0.0,0.0,0.0,0.0,0.0,12.0,1.09,1.03,6.01,12.5,1.0,0.0,25.92,5.36,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2022-12-02,24.185,62.5,2.57,0.0,False,10.76,0.0,27.33,0.0,0.0,19.1,15.12,10.19,0.0,47.53,22.53,0.0,12.85,5.93,0.0,11.27,0.0,17.91,29.6,38.96,11.76,28.09,33.64,0.0,23.85,0.0,48.02,21.05,30.26,0.0,0.0,18.35,23.1,0.0,25.36,19.54,0.0,0.0,22.93,0.0,29.68,6.26,0.0,26.74,0.0,6.39,17.1,4.0,0.0,16.0,15.27,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,7.0,0.0,0.0,0.0,360.0,0.0,240.0,360.0,0.0,2.29,4.26,44.13,17.8,0.0,10.0,10.0,21.05,11.62
336,2022-12-03,24.92333333333333,62.0,2.57,0.0,False,16.68,0.0,35.23,0.0,0.0,16.56,19.93,20.14,0.0,41.17,22.48,0.0,33.45,20.01,0.0,27.41,0.0,10.95,20.7,43.59,0.0,27.37,18.32,19.06,28.68,0.0,53.22,26.96,18.21,0.0,0.0,27.17,38.02,0.0,36.46,26.89,0.0,0.0,16.9,0.0,11.07,19.93,0.0,18.49,0.0,13.38,19.08,0.0,0.0,8.0,12.06,21.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,13.97,400.0,0.0,0.0,120.0,0.0,120.0,360.0,0.0,0.0,4.3,37.45,31.62,0.0,30.0,0.0,18.33,31.03
337,2022-12-04,27.5,52.0,2.315,0.0,False,10.66,0.0,11.99,0.0,0.0,19.11,0.0,0.0,0.0,18.26,17.44,0.0,0.0,18.12,0.0,5.24,0.0,13.4,0.0,12.47,6.14,11.82,5.32,0.0,5.91,0.0,16.76,6.54,11.23,0.0,0.0,6.74,10.71,0.0,6.86,20.79,0.0,0.0,6.07,0.0,5.75,12.51,0.0,6.04,0.0,0.0,17.81,0.0,0.0,4.0,0.0,11.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,0.0,0.0,120.0,120.0,0.0,240.0,360.0,0.0,1.06,3.09,11.86,5.89,0.0,0.0,20.0,11.6,11.54
338,2022-12-05,29.91416666666667,40.5,3.605,0.0,False,0.0,0.0,0.0,0.0,0.0,5.16,15.06,5.06,0.0,11.52,6.19,0.0,0.0,6.51,0.0,0.0,0.0,0.0,5.9,6.24,0.0,0.0,0.0,13.77,11.29,0.0,5.99,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,11.47,0.0,0.0,10.82,0.0,6.04,6.45,0.0,7.02,0.0,0.0,6.53,0.0,0.0,8.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,1.09,11.57,6.21,0.0,0.0,10.0,0.0,5.55
339,2022-12-06,30.800416666666667,50.5,3.875,0.0,False,29.42,0.0,13.94,0.0,0.0,20.27,5.03,4.94,0.0,38.39,23.29,0.0,18.79,12.29,0.0,10.92,0.0,5.26,5.58,12.57,0.0,22.04,16.92,11.91,21.93,0.0,41.44,28.66,34.11,0.0,0.0,17.72,15.78,0.0,31.06,18.54,0.0,0.0,0.0,0.0,11.55,12.59,0.0,12.74,0.0,0.0,39.96,19.0,0.0,8.0,15.33,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,600.0,0.0,120.0,360.0,0.0,240.0,240.0,5.06,3.09,1.06,42.22,11.08,0.0,50.0,100.0,19.86,0.0
340,2022-12-07,31.67875,45.5,3.6,0.0,False,16.53,0.0,5.92,0.0,0.0,16.8,35.32,10.37,0.0,5.69,10.91,0.0,5.94,6.25,0.0,5.29,0.0,0.0,6.55,18.05,12.38,11.27,6.99,5.15,22.99,0.0,6.09,12.42,32.79,0.0,0.0,0.0,4.68,0.0,13.17,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,13.84,5.45,4.0,4.0,8.0,11.6,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,6.02,200.0,0.0,120.0,120.0,0.0,360.0,120.0,2.06,1.03,3.07,18.04,12.64,0.0,0.0,0.0,0.0,5.48
341,2022-12-08,29.961250000000003,51.0,3.115,2.0,True,11.07,0.0,20.48,0.0,0.0,17.77,20.11,10.28,0.0,18.03,12.24,0.0,17.02,6.47,0.0,21.86,0.0,5.64,32.2,25.07,0.0,16.54,11.47,0.0,11.49,0.0,23.22,23.77,5.71,0.0,0.0,6.53,28.78,0.0,12.59,5.78,0.0,0.0,11.99,0.0,0.0,19.88,0.0,17.93,0.0,0.0,14.16,4.0,0.0,16.0,11.82,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,13.28,0.0,0.0,0.0,120.0,0.0,0.0,120.0,0.0,1.06,0.0,35.28,28.49,0.0,20.0,10.0,18.19,4.67
342,2022-12-09,31.746153846153845,51.5,2.505,2.5,True,3.75,0.0,6.57,0.0,0.0,0.0,30.19,15.42,0.0,10.56,5.82,0.0,11.83,5.59,0.0,4.72,0.0,5.53,0.0,11.37,5.76,27.61,15.28,0.0,0.0,0.0,11.96,0.0,17.9,0.0,0.0,24.33,4.84,0.0,37.0,6.14,0.0,0.0,18.28,0.0,0.0,6.7,0.0,7.97,0.0,0.0,6.21,9.0,4.0,12.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,240.0,0.0,0.0,360.0,240.0,0.0,0.0,0.0,17.48,12.34,0.0,30.0,0.0,0.0,10.3
343,2022-12-10,26.50962962962963,89.0,2.06,100.0,False,5.53,0.0,0.0,0.0,0.0,5.76,5.06,10.19,0.0,25.75,5.46,0.0,6.1,5.57,0.0,0.0,0.0,5.36,16.85,11.88,5.61,11.18,8.46,0.0,23.77,0.0,29.86,18.96,18.94,0.0,0.0,5.94,4.26,0.0,12.4,5.85,0.0,0.0,10.81,0.0,0.0,0.0,0.0,0.0,0.0,7.66,17.45,0.0,4.0,0.0,10.1,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,2.05,1.01,29.47,11.54,0.0,0.0,10.0,11.77,0.0
344,2022-12-11,29.108888888888888,73.0,1.67,0.0,False,17.06,0.0,40.32,0.0,0.0,35.45,20.1,10.35,11.93,42.86,39.09,27.0,32.91,11.39,0.0,28.12,0.0,10.62,22.1,40.6,14.62,27.84,33.08,48.76,39.79,0.0,50.55,33.12,41.78,0.0,0.0,42.74,39.65,0.0,43.24,52.19,0.0,0.0,22.63,16.11,36.91,31.63,0.0,32.3,0.0,19.78,17.25,4.0,8.0,8.0,22.18,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,22.97,200.0,0.0,120.0,120.0,0.0,0.0,240.0,2.02,4.13,3.07,52.12,39.06,0.0,40.0,70.0,19.07,4.39
345,2022-12-12,26.0192,45.0,4.12,0.0,False,37.14,0.0,18.11,0.0,0.0,22.48,25.17,0.0,6.56,43.23,23.37,0.0,11.76,5.65,0.0,29.15,0.0,0.0,24.2,48.08,11.18,33.79,16.06,17.12,28.15,0.0,65.33,18.91,23.41,0.0,0.0,29.93,32.4,0.0,13.25,39.34,0.0,0.0,4.92,5.55,23.47,19.69,0.0,42.49,0.0,14.93,17.74,4.0,4.0,0.0,5.75,15.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,120.0,1.02,2.06,2.03,29.0,36.76,0.0,30.0,30.0,24.68,10.71
346,2022-12-13,23.45583333333333,47.5,3.09,0.0,False,15.6,0.0,40.38,0.0,27.0,23.7,20.15,0.0,29.97,29.49,28.25,27.0,27.6,5.91,0.0,16.9,0.0,17.29,42.96,43.24,11.73,44.22,16.74,24.66,39.89,0.0,59.35,32.0,50.38,0.0,0.0,17.39,32.04,0.0,49.34,31.22,0.0,270.0,32.58,32.16,22.96,25.29,0.0,35.34,0.0,6.8,27.35,0.0,0.0,8.0,16.62,10.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,5.3,200.0,0.0,0.0,120.0,0.0,0.0,0.0,1.01,1.0,0.0,52.2,36.52,0.0,40.0,30.0,18.54,10.88
347,2022-12-14,26.86125,45.5,4.475,0.0,False,11.21,0.0,17.5,0.0,0.0,30.39,10.1,5.1,11.97,33.74,22.38,18.0,25.76,17.75,0.0,16.44,0.0,23.54,18.43,48.34,11.5,28.99,17.13,0.0,22.91,0.0,36.13,13.12,26.79,0.0,0.0,24.95,15.48,0.0,25.29,19.02,0.0,0.0,21.53,16.76,11.86,0.0,0.0,21.01,0.0,13.86,18.14,4.0,8.0,0.0,11.42,21.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,200.0,0.0,0.0,180.0,0.0,360.0,240.0,1.01,1.04,0.0,23.83,23.58,0.0,40.0,60.0,12.3,21.61
348,2022-12-15,28.30416666666667,42.0,3.365,20.0,False,28.17,0.0,30.17,0.0,0.0,10.81,5.05,10.19,6.93,16.81,6.14,0.0,16.46,5.63,0.0,16.23,0.0,0.0,12.65,11.41,0.0,10.96,5.66,0.0,16.55,0.0,35.37,6.37,16.95,0.0,0.0,11.8,16.11,0.0,25.41,26.14,0.0,0.0,15.79,11.38,11.58,12.72,0.0,14.27,0.0,7.11,10.96,0.0,0.0,0.0,5.31,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,120.0,1.01,0.0,0.0,18.21,19.21,0.0,10.0,20.0,19.14,5.48
349,2022-12-16,23.02208333333333,43.5,6.17,0.0,False,16.22,0.0,29.15,0.0,0.0,21.39,25.23,10.16,12.33,28.59,22.87,0.0,25.71,6.18,0.0,17.24,0.0,5.88,18.74,23.3,11.55,21.91,21.25,5.85,23.68,0.0,38.5,25.01,32.46,0.0,0.0,12.66,17.18,0.0,24.51,23.64,0.0,0.0,11.35,5.6,15.53,6.27,0.0,20.73,0.0,0.0,18.2,12.0,0.0,12.0,12.78,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,200.0,0.0,120.0,240.0,0.0,120.0,120.0,1.0,2.03,2.03,17.48,24.37,0.0,20.0,40.0,19.11,10.91
350,2022-12-17,22.29041666666667,51.5,5.14,0.0,False,22.33,0.0,34.85,0.0,0.0,11.53,25.26,10.19,19.05,41.14,27.62,0.0,15.8,18.05,0.0,28.71,0.0,17.78,18.63,53.85,17.95,40.13,0.0,19.58,28.13,0.0,67.33,34.59,38.25,0.0,0.0,39.42,27.32,0.0,25.13,37.54,0.0,0.0,20.69,5.52,29.06,18.63,0.0,27.62,0.0,16.61,17.49,8.0,8.0,0.0,24.87,21.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,2.02,3.09,6.08,41.31,18.56,0.0,40.0,30.0,19.95,0.0
351,2022-12-18,23.932916666666667,49.5,3.345,0.0,False,39.29,0.0,41.52,0.0,0.0,57.16,5.05,0.0,24.59,59.06,45.67,0.0,51.05,48.15,0.0,38.24,0.0,34.03,32.17,74.8,28.86,66.52,54.28,18.11,57.59,0.0,88.19,32.78,71.78,0.0,0.0,64.81,47.45,0.0,56.67,43.67,0.0,0.0,45.47,38.63,61.47,55.33,0.0,57.03,0.0,21.86,49.94,0.0,0.0,4.0,20.7,52.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,240.0,0.0,1.03,0.0,98.82,55.84,0.0,20.0,30.0,60.04,31.69
352,2022-12-19,26.08458333333333,54.5,4.12,0.0,False,21.49,0.0,79.63,0.0,27.0,40.69,10.08,25.48,55.71,71.42,40.92,0.0,47.98,24.05,0.0,27.75,0.0,34.33,44.25,51.87,17.39,82.88,40.63,28.41,55.37,0.0,54.88,56.34,65.26,0.0,0.0,52.49,68.09,0.0,86.97,50.13,0.0,0.0,46.36,32.98,52.14,31.29,0.0,35.89,0.0,35.77,61.81,4.0,0.0,4.0,26.04,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,120.0,480.0,0.0,120.0,240.0,5.04,4.09,7.12,67.67,62.15,0.0,50.0,40.0,24.38,21.62
353,2022-12-20,27.146666666666665,49.5,4.885,0.0,True,10.29,0.0,29.3,0.0,0.0,10.69,10.09,20.34,6.42,11.79,23.27,0.0,16.78,0.0,0.0,5.48,0.0,10.37,26.28,22.85,0.0,11.0,9.57,7.08,22.89,0.0,28.71,12.48,29.51,0.0,0.0,17.17,11.47,0.0,35.21,12.52,0.0,0.0,16.55,5.0,17.01,6.07,0.0,7.38,0.0,7.48,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,240.0,0.0,3.07,1.01,16.35,18.71,0.0,20.0,30.0,12.23,5.18
354,2022-12-21,28.0775,52.5,4.12,0.0,False,26.73,0.0,30.48,0.0,0.0,23.97,20.19,10.2,6.16,36.5,23.17,0.0,18.21,18.28,0.0,17.21,0.0,11.45,11.78,33.96,11.52,38.6,21.1,7.36,36.51,0.0,50.26,24.44,28.36,0.0,0.0,11.03,27.73,0.0,17.26,32.09,0.0,0.0,15.75,16.75,41.88,12.26,0.0,41.4,0.0,23.69,27.57,8.0,0.0,4.0,11.23,22.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,1.01,1.02,0.0,40.15,43.89,0.0,10.0,20.0,33.09,5.17
355,2022-12-22,28.477083333333336,48.0,4.375,0.0,False,32.83,0.0,30.35,0.0,0.0,21.88,15.11,5.08,11.36,23.4,17.93,0.0,18.7,6.2,0.0,16.24,0.0,5.34,19.44,40.29,23.38,17.0,21.1,19.78,37.72,0.0,28.84,36.68,24.55,0.0,27.0,11.35,15.6,0.0,16.81,12.53,0.0,0.0,15.48,0.0,39.09,6.19,0.0,53.26,0.0,7.06,11.16,4.0,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,200.0,0.0,120.0,0.0,0.0,0.0,0.0,2.03,4.07,6.07,29.85,24.76,0.0,60.0,80.0,31.53,0.0
356,2022-12-23,24.108,77.0,4.63,75.0,False,43.04,0.0,18.45,0.0,0.0,11.5,10.11,10.16,11.68,29.35,23.44,0.0,28.52,6.59,0.0,17.08,0.0,11.16,13.02,29.77,5.56,33.08,11.53,0.0,23.32,0.0,45.54,12.1,31.29,0.0,0.0,16.61,27.89,0.0,30.2,24.55,0.0,270.0,21.45,0.0,116.63,5.85,0.0,40.95,0.0,7.14,22.14,4.0,0.0,4.0,8.34,10.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,200.0,0.0,0.0,360.0,0.0,0.0,120.0,3.05,6.17,9.13,28.72,19.17,0.0,110.0,120.0,6.29,21.71
357,2022-12-24,23.15958333333333,83.0,4.885,40.0,False,68.49,0.0,36.88,0.0,0.0,22.81,5.05,0.0,10.85,39.79,42.07,0.0,27.13,12.57,0.0,17.24,0.0,10.91,36.68,56.29,11.72,50.12,14.69,12.79,40.43,0.0,79.33,44.73,44.19,0.0,0.0,45.34,46.59,0.0,49.49,55.25,0.0,0.0,31.27,22.61,160.49,24.86,0.0,90.32,0.0,29.34,34.81,8.0,4.0,8.0,15.66,22.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,24.32,400.0,0.0,0.0,180.0,0.0,480.0,360.0,8.1,14.33,15.2,52.95,42.78,0.0,150.0,160.0,31.35,11.05
358,2022-12-25,21.8225,47.5,3.6,0.0,True,62.97,0.0,18.49,0.0,0.0,10.85,10.06,0.0,10.79,6.46,29.51,0.0,25.81,6.28,0.0,11.84,0.0,5.55,12.34,5.11,0.0,16.71,11.5,17.74,23.68,0.0,33.73,0.0,4.89,0.0,0.0,6.01,11.12,0.0,19.19,0.0,0.0,0.0,28.27,6.38,45.92,6.44,0.0,36.0,0.0,0.0,5.41,0.0,8.0,4.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34,0.0,0.0,0.0,0.0,0.0,120.0,0.0,2.02,2.05,9.11,23.2,5.72,0.0,20.0,40.0,12.57,21.86
359,2022-12-26,22.892916666666665,46.5,2.06,0.0,False,21.93,0.0,18.35,0.0,0.0,10.71,20.2,30.38,5.73,17.91,10.09,0.0,11.63,12.35,0.0,0.0,0.0,0.0,6.39,29.58,18.99,5.71,10.53,11.72,18.59,0.0,22.64,30.52,17.27,0.0,27.0,27.42,10.77,0.0,26.3,24.44,0.0,0.0,27.69,11.21,46.2,0.0,0.0,27.92,0.0,7.21,11.3,8.0,4.0,4.0,27.84,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,18.6,0.0,0.0,0.0,360.0,0.0,0.0,240.0,1.01,3.1,1.02,17.88,24.2,0.0,20.0,60.0,6.52,5.17
360,2022-12-27,25.915000000000003,41.5,2.405,0.0,False,5.7,0.0,24.18,0.0,0.0,23.39,10.04,10.13,5.97,18.23,16.24,0.0,7.55,12.6,0.0,11.47,0.0,6.04,11.65,5.83,0.0,28.19,5.15,11.19,16.76,0.0,45.86,5.89,24.3,0.0,0.0,11.41,6.66,0.0,6.52,6.22,0.0,0.0,0.0,0.0,5.54,5.91,0.0,0.0,0.0,0.0,5.29,0.0,0.0,4.0,12.25,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,4.09,1.01,1.01,12.59,5.62,0.0,20.0,20.0,6.03,5.96
361,2022-12-28,26.24458333333333,39.0,3.6,0.0,False,25.6,0.0,12.66,0.0,0.0,6.31,5.03,5.09,24.75,23.34,18.16,0.0,27.55,5.81,0.0,6.63,0.0,11.43,25.28,44.69,11.7,11.44,5.37,5.51,28.54,0.0,17.55,12.71,17.23,0.0,0.0,16.69,33.95,0.0,25.24,30.7,0.0,0.0,16.48,12.12,24.14,12.88,0.0,21.15,0.0,15.46,23.1,4.0,0.0,0.0,5.07,10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,240.0,1.01,2.03,3.03,17.6,34.45,0.0,50.0,30.0,30.0,5.57
362,2022-12-29,25.71375,47.0,3.09,0.0,False,5.17,0.0,12.73,0.0,0.0,10.8,10.06,5.07,0.0,13.63,17.65,0.0,6.51,0.0,0.0,16.26,0.0,0.0,7.03,10.92,5.71,10.14,5.75,7.31,16.61,0.0,22.7,12.36,23.52,0.0,0.0,6.19,10.77,0.0,12.27,12.67,0.0,0.0,11.85,0.0,24.22,6.14,0.0,21.28,0.0,0.0,6.41,0.0,4.0,8.0,17.68,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,120.0,120.0,0.0,120.0,0.0,0.0,4.14,1.01,24.38,6.27,0.0,20.0,40.0,0.0,10.51
363,2022-12-30,28.843333333333334,43.5,2.1500000000000004,0.0,False,33.42,0.0,23.43,0.0,27.0,15.8,10.04,10.13,5.68,27.94,17.55,0.0,24.83,11.87,0.0,19.13,0.0,16.22,17.06,30.12,6.22,38.94,35.03,6.52,28.53,0.0,45.67,12.52,18.11,0.0,54.0,17.04,16.43,0.0,39.37,30.5,0.0,0.0,5.34,11.99,53.64,12.94,0.0,20.82,0.0,15.49,5.73,0.0,0.0,0.0,5.61,11.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.01,1.03,6.13,28.83,16.75,0.0,70.0,90.0,19.62,10.8
364,2022-12-31,30.73333333333333,41.5,2.06,0.0,False,64.03,0.0,43.85,0.0,27.0,17.13,20.13,10.14,12.62,36.35,35.06,0.0,31.46,11.53,0.0,22.53,0.0,10.15,32.8,53.17,12.76,60.67,19.22,13.08,74.56,0.0,91.99,48.55,68.64,0.0,27.0,34.96,52.17,0.0,62.51,63.93,0.0,0.0,37.96,22.8,197.4,17.56,0.0,71.45,0.0,20.9,48.18,12.0,4.0,20.0,10.39,27.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,18.39,200.0,0.0,120.0,240.0,0.0,360.0,240.0,14.2,19.53,14.21,66.62,35.5,0.0,190.0,150.0,38.46,33.77
