,date,temp,humidity,wind_speed,clouds_all,holiday,Sabor 1,Sabor 2,Sabor 3,Sabor 4,Sabor 5,Sabor 6,Sabor 7,Sabor 8,Sabor 9,Sabor 10,Sabor 11,Sabor 12,Sabor 13,Sabor 14,Sabor 15,Sabor 16,Sabor 17,Sabor 18,Sabor 19,Sabor 20,Sabor 21,Sabor 22,Sabor 23,Sabor 24,Sabor 25,Sabor 26,Sabor 27,Sabor 28,Sabor 29,Sabor 30,Sabor 31,Sabor 32,Sabor 33,Sabor 34,Sabor 35,Sabor 36,Sabor 37,Sabor 38,Sabor 39,Sabor 40,Sabor 41,Sabor 42,Sabor 43,Sabor 44,Sabor 45,Sabor 46,Sabor 47,Sabor 48,Sabor 49,Sabor 50,Sabor 51,Sabor 52,Sabor 53,Sabor 54,Sabor 55,Sabor 56,Sabor 57,Sabor 58,Sabor 59,Sabor 60,Sabor 61,Sabor 62,Sabor 63,Sabor 64,Sabor 65,Sabor 66,Sabor 67,Sabor 68,Sabor 69,Sabor 70,Sabor 71,Sabor 72,Sabor 73,Sabor 74,Sabor 75,Sabor 76,Sabor 77,Sabor 78,Sabor 79
10,2022-01-11,30.155,47.5,1.54,0.0,False,0.0,0.0,16.63,0.0,0.0,6.05,5.01,0.0,5.34,17.64,5.94,0.0,7.12,0.0,0.0,5.01,0.0,5.68,5.15,23.81,5.58,5.73,5.3,5.63,13.92,0.0,23.72,0.0,25.03,0.0,0.0,10.95,11.94,0.0,12.5,0.0,0.0,0.0,5.68,5.51,0.0,6.53,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,5.74,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,11.3,12.75,0.0,10.0,0.0,10.74,0.0
11,2022-01-12,31.888333333333332,47.5,2.135,0.0,False,11.08,0.0,17.84,0.0,0.0,18.15,10.16,20.35,0.0,17.05,16.97,0.0,11.62,6.7,0.0,5.36,0.0,11.33,17.52,18.14,0.0,16.6,11.45,0.0,11.5,0.0,36.03,18.91,18.22,0.0,0.0,12.14,27.75,0.0,12.9,14.16,0.0,0.0,22.64,5.86,11.65,6.34,0.0,13.36,0.0,22.93,13.62,0.0,4.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,120.0,1.02,3.04,0.0,17.53,5.7,0.0,0.0,20.0,6.28,5.12
12,2022-01-13,32.475,44.0,3.86,0.0,False,4.69,24.95,14.45,25.12,10.17,24.05,17.08,30.97,7.41,22.61,11.81,17.68,19.0,0.0,16.72,11.83,17.12,29.34,38.71,13.89,17.56,24.12,22.92,37.09,22.25,22.5,22.74,13.47,13.53,6.75,6.67,0.0,0.0,5.69,15.35,18.0,13.06,0.0,12.0,12.0,0.0,1.14,0.0,18.74,19.56,1.0,0.0,0.0,5.06,688.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2022-01-14,32.619166666666665,30.0,5.145,0.0,False,11.7,12.93,5.83,0.0,10.19,23.69,23.52,44.03,5.77,27.55,5.98,31.02,20.97,11.78,17.3,16.53,6.47,12.18,38.07,6.81,35.1,18.09,0.0,41.43,22.16,22.8,27.94,27.05,39.88,6.48,20.13,0.0,8.0,21.66,16.43,54.0,12.55,200.0,24.0,0.0,12.0,0.0,2.09,50.59,13.3,2.0,2.0,33.4,10.14,875.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2022-01-15,33.26291666666667,42.5,3.6,0.0,False,32.45,42.69,17.05,15.08,0.0,42.03,21.91,32.86,22.8,25.22,22.89,31.7,76.45,12.23,37.13,26.83,5.54,46.61,65.14,13.56,25.35,18.13,33.95,48.47,35.73,40.38,35.58,20.64,39.23,21.25,19.36,0.0,4.0,17.61,21.67,18.0,0.0,0.0,12.0,36.0,12.0,1.11,1.11,43.12,43.48,3.0,3.0,32.88,26.47,1203.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2022-01-16,29.135357142857146,60.5,3.86,40.0,False,34.28,66.6,45.06,10.06,10.16,77.82,23.38,39.07,28.77,18.09,16.95,31.93,69.76,18.01,45.53,38.61,5.72,34.96,74.62,50.18,67.56,59.52,49.19,35.48,118.59,35.25,37.42,26.03,39.29,13.85,58.82,12.0,20.0,13.81,16.88,0.0,31.38,0.0,36.0,24.0,12.0,3.22,0.0,47.06,51.12,1.0,8.0,26.44,17.21,1600.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2022-01-17,25.25714285714286,84.0,3.55,100.0,False,32.1,12.57,17.77,5.03,0.0,24.27,38.71,20.06,5.18,11.05,0.0,6.03,30.5,0.0,28.44,10.21,6.34,18.27,19.01,13.41,25.79,16.76,11.09,11.88,14.64,18.15,24.42,13.21,12.66,0.0,17.91,12.0,4.0,4.79,15.57,54.0,6.17,200.0,12.0,12.0,24.0,1.08,6.46,25.38,24.87,1.0,5.0,39.39,5.83,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2022-01-18,24.544583333333332,81.0,4.375,75.0,False,10.02,24.43,28.9,5.06,5.04,30.4,22.48,20.27,5.86,17.57,11.52,12.08,30.26,0.0,33.75,17.6,0.0,28.55,51.12,32.86,25.13,24.59,17.0,41.91,30.06,11.49,16.86,12.22,6.08,7.33,31.97,8.0,4.0,10.55,11.9,54.0,0.0,0.0,36.0,24.0,48.0,0.0,1.18,30.28,12.21,0.0,2.0,19.46,11.22,885.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2022-01-19,25.04958333333333,83.0,3.6,75.0,False,11.26,19.0,5.67,10.06,15.36,24.53,23.85,13.27,5.67,17.63,5.87,17.72,25.23,6.01,21.19,22.56,0.0,29.57,24.41,7.29,35.05,12.2,21.83,17.23,21.11,17.89,5.94,19.2,20.79,13.78,20.34,0.0,4.0,10.41,5.51,2.0,0.0,0.0,0.0,36.0,12.0,1.2,1.03,22.77,24.43,2.0,1.0,6.49,16.01,656.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2022-01-20,28.88875,74.0,3.6,0.0,False,16.23,30.59,5.82,15.15,10.15,5.94,23.34,19.39,6.61,10.9,5.58,11.79,25.44,6.14,30.53,16.56,0.0,16.06,35.14,12.65,0.0,10.37,16.92,17.57,41.5,11.49,11.05,0.0,12.3,7.3,5.74,4.0,4.0,14.27,17.9,18.0,18.78,0.0,0.0,0.0,0.0,1.01,0.0,24.97,19.11,2.0,3.0,18.87,5.81,589.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2022-01-21,30.7225,69.5,5.4,0.0,False,29.02,24.75,21.86,15.03,5.1,24.18,23.1,19.91,11.11,30.12,18.2,23.47,48.37,5.84,23.98,16.95,10.92,28.76,54.15,31.26,24.29,43.3,27.88,52.66,28.75,30.12,30.34,25.63,25.94,6.86,29.54,0.0,0.0,15.13,11.67,18.0,6.12,0.0,12.0,24.0,60.0,0.0,0.0,38.16,18.17,4.0,4.0,12.4,11.11,1026.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2022-01-22,28.65125,68.5,3.2750000000000004,19.0,False,16.56,30.84,23.06,5.0,5.12,53.12,34.89,26.25,17.35,16.91,18.12,29.87,42.94,24.0,52.2,33.86,17.33,23.94,59.94,13.27,44.09,24.14,39.99,36.12,3.41,30.5,30.81,26.5,45.21,22.92,29.81,4.0,8.0,11.45,21.44,35.0,12.7,400.0,72.0,12.0,48.0,2.25,3.15,24.92,49.55,2.0,4.0,13.91,12.1,1254.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2022-01-23,23.67222222222222,85.0,2.06,75.0,False,21.72,31.96,28.45,10.01,10.24,36.45,29.75,26.52,11.64,24.57,5.34,18.21,54.43,17.73,39.72,22.79,21.79,23.6,78.76,33.56,49.15,28.7,26.71,36.29,32.67,24.32,24.47,6.64,29.36,0.0,36.11,24.0,8.0,15.12,17.3,36.0,12.59,400.0,24.0,36.0,36.0,0.0,8.52,49.66,49.79,4.0,7.0,31.92,16.82,1258.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2022-01-24,26.07625,83.0,2.315,0.0,False,10.78,12.53,22.91,15.07,10.22,17.39,23.0,6.65,5.56,22.06,11.72,6.08,11.97,6.08,10.98,5.82,0.0,17.93,29.17,6.27,5.76,6.68,17.28,18.97,12.84,18.5,19.59,6.22,6.16,22.22,3.93,4.0,4.0,6.14,5.18,0.0,6.12,0.0,12.0,0.0,12.0,1.05,0.0,12.85,6.37,1.0,2.0,6.22,16.75,486.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2022-01-25,26.113200000000003,87.0,2.57,100.0,False,6.13,11.92,10.74,0.0,0.0,16.31,5.86,18.14,5.4,5.11,0.0,18.03,12.05,23.46,22.53,5.86,5.5,22.22,28.57,18.94,28.28,5.76,20.41,18.68,19.6,17.93,6.24,6.62,12.18,7.18,17.84,8.0,8.0,5.23,5.63,53.0,6.92,0.0,12.0,12.0,0.0,1.05,3.12,18.7,22.91,1.0,2.0,12.02,5.82,574.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2022-01-26,26.691666666666663,85.0,3.345,75.0,False,26.47,12.28,16.01,15.07,5.08,30.48,23.75,25.65,23.0,5.52,0.0,24.59,42.04,0.0,35.39,17.03,10.5,29.63,29.53,18.33,22.9,12.08,20.95,23.73,13.95,12.14,11.09,12.97,26.42,13.22,24.59,4.0,4.0,16.28,16.84,0.0,6.25,0.0,0.0,12.0,12.0,0.0,1.05,18.93,18.66,3.0,1.0,19.56,11.93,729.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2022-01-27,21.361666666666665,64.0,6.17,0.0,False,0.0,30.19,10.95,10.02,10.14,16.78,23.69,6.34,0.0,16.85,21.68,11.96,30.15,12.3,22.55,16.69,0.0,17.01,41.97,0.0,11.71,5.96,16.68,6.26,12.95,18.6,17.47,0.0,6.83,13.66,17.66,0.0,8.0,6.07,11.31,54.0,0.0,200.0,12.0,12.0,0.0,1.11,2.06,24.5,29.65,3.0,2.0,6.28,11.48,630.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2022-01-28,20.767916666666668,61.5,3.09,0.0,False,17.58,18.41,16.49,5.0,0.0,17.13,11.88,6.83,12.1,11.18,10.97,18.24,17.88,6.19,23.42,8.83,15.57,35.18,51.06,24.91,29.09,5.84,20.84,41.63,19.86,12.14,11.51,19.76,12.2,6.1,17.6,8.0,0.0,11.46,12.98,18.0,19.34,0.0,0.0,12.0,24.0,0.0,1.09,24.6,24.78,4.0,5.0,13.3,5.58,709.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2022-01-29,23.460833333333337,66.0,3.09,0.0,False,33.69,12.47,21.51,5.03,10.24,35.82,53.96,43.1,5.89,17.37,5.65,18.42,54.94,11.65,23.25,28.14,5.75,24.8,72.76,24.87,28.72,47.89,32.72,38.39,27.58,18.53,27.87,18.96,11.85,7.27,18.06,8.0,8.0,5.48,10.58,90.0,12.66,0.0,48.0,36.0,12.0,5.48,2.15,36.93,29.83,6.0,5.0,26.44,17.15,1146.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2022-01-30,25.86375,57.0,2.06,0.0,False,10.55,67.47,27.47,25.13,15.28,33.83,34.67,35.52,12.0,22.76,18.05,12.31,61.65,17.78,45.85,11.03,16.87,46.52,57.08,30.83,43.1,23.72,37.26,44.78,20.62,30.45,29.42,12.66,20.17,6.59,24.39,0.0,8.0,17.63,30.26,0.0,6.8,200.0,12.0,24.0,24.0,1.15,5.37,36.12,25.24,5.0,7.0,19.84,11.13,1149.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2022-01-31,24.00333333333333,67.5,4.375,0.0,False,16.48,13.53,5.5,10.07,5.08,23.1,29.57,19.71,11.79,17.1,5.68,18.09,11.82,6.04,22.9,11.26,5.91,5.83,35.09,12.54,11.51,25.49,16.76,20.21,20.58,12.47,18.54,0.0,18.28,0.0,23.7,8.0,4.0,5.97,12.03,36.0,0.0,310.0,12.0,0.0,24.0,0.0,0.0,18.21,0.0,2.0,4.0,19.4,11.37,642.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2022-02-01,24.856666666666666,51.0,3.6,0.0,False,22.07,44.05,23.62,20.11,10.11,36.85,23.14,31.59,19.98,16.53,18.44,17.08,25.24,22.14,21.81,29.59,18.44,29.59,57.21,25.86,29.51,28.94,16.83,57.31,35.59,35.05,19.18,19.09,68.73,0.0,30.61,20.0,4.0,15.64,11.22,36.0,33.03,200.0,48.0,12.0,0.0,11.92,7.63,25.11,26.13,6.0,9.0,6.38,26.5,1172.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2022-02-02,28.52333333333333,59.5,3.345,0.0,False,11.56,0.0,13.27,0.0,0.0,21.61,10.02,5.08,0.0,39.88,5.87,0.0,6.28,11.47,0.0,11.48,0.0,13.0,12.15,30.78,0.0,23.77,10.32,4.87,16.66,0.0,44.48,13.78,18.54,0.0,0.0,6.17,21.82,0.0,26.93,26.39,0.0,0.0,6.34,0.0,11.45,6.64,0.0,5.75,0.0,0.0,24.84,4.0,0.0,0.0,11.26,16.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,31.41,23.27,0.0,10.0,10.0,26.32,5.69
33,2022-02-03,24.62851851851852,82.0,3.6,75.0,False,5.99,0.0,11.88,0.0,0.0,11.52,5.03,5.08,0.0,6.02,0.0,0.0,6.42,0.0,0.0,23.1,0.0,16.74,0.0,13.31,6.08,16.88,16.51,11.32,12.3,0.0,23.6,7.15,9.91,0.0,0.0,13.31,10.67,0.0,11.86,0.0,0.0,0.0,5.24,0.0,12.31,0.0,0.0,11.93,0.0,0.0,23.68,4.0,0.0,0.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,1.04,0.0,24.28,12.1,0.0,0.0,20.0,6.55,10.45
34,2022-02-04,24.0808,84.0,2.57,40.0,False,26.57,0.0,30.07,0.0,0.0,24.28,20.06,15.35,0.0,17.62,16.12,0.0,30.12,6.22,0.0,16.7,0.0,14.77,24.42,42.14,11.23,21.73,22.13,10.57,27.3,0.0,52.76,12.76,28.22,0.0,0.0,18.15,27.53,0.0,29.8,20.05,0.0,0.0,21.65,0.0,10.99,6.15,0.0,19.75,0.0,14.62,11.88,16.0,0.0,8.0,11.83,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,6.3,0.0,0.0,0.0,360.0,0.0,240.0,120.0,0.0,1.08,1.01,35.16,30.32,0.0,10.0,10.0,29.14,10.61
35,2022-02-05,20.9896,80.0,5.66,40.0,False,16.37,0.0,12.25,0.0,0.0,6.88,0.0,10.21,0.0,19.03,5.85,0.0,11.63,0.0,0.0,0.0,0.0,0.0,12.53,35.27,0.0,11.29,4.87,6.59,18.15,0.0,18.13,13.25,11.35,0.0,0.0,10.51,10.85,0.0,12.03,18.89,0.0,0.0,16.01,0.0,5.77,0.0,0.0,6.38,0.0,0.0,0.0,4.0,0.0,0.0,5.84,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,6.19,600.0,0.0,240.0,240.0,0.0,240.0,480.0,1.01,1.03,5.15,24.72,12.35,0.0,40.0,0.0,31.71,5.24
36,2022-02-06,19.60875,71.0,5.14,0.0,False,5.53,0.0,0.0,0.0,0.0,0.0,20.17,15.06,0.0,6.36,11.99,0.0,0.0,0.0,0.0,10.8,0.0,5.6,0.0,6.32,0.0,17.19,0.0,0.0,5.81,0.0,11.68,6.63,5.33,0.0,0.0,0.0,15.89,0.0,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,240.0,120.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,10.0,13.15,0.0
