rain_1h;temp;dew_point;feels_like;temp_min;temp_max;pressure;humidity;wind_speed;wind_deg;wind_gust;clouds_all;Dia Semana_Domingo;Dia Semana_Jueves;Dia Semana_Lunes;Dia Semana_Martes;Dia Semana_Miércoles;Dia Semana_Sábado;Dia Semana_Viernes;weather_main_Clear;weather_main_Clouds;weather_main_Drizzle;weather_main_Mist;weather_main_Rain;weather_description_broken clouds;weather_description_few clouds;weather_description_fog;weather_description_heavy intensity rain;weather_description_light intensity drizzle;weather_description_light rain;weather_description_mist;weather_description_moderate rain;weather_description_overcast clouds;weather_description_scattered clouds;weather_description_sky is clear;weather_description_thunderstorm with light rain;weather_description_thunderstorm with rain;Estacion_Invierno;Estacion_Otoño;Estacion_Primavera;Estacion_Verano;EsFeriado;Sabor 1;Sabor 2;Sabor 3;Sabor 4;Sabor 5;Sabor 6;Sabor 7;Sabor 8;Sabor 9;Sabor 10;Sabor 11;Sabor 12;Sabor 13;Sabor 14;Sabor 15;Sabor 16;Sabor 17;Sabor 18;Sabor 19;Sabor 20;Sabor 21;Sabor 22;Sabor 23;Sabor 24;Sabor 25;Sabor 26;Sabor 27;Sabor 28;Sabor 29;Sabor 30;Sabor 31;Sabor 32;Sabor 33;Sabor 34;Sabor 35;Sabor 36;Sabor 37;Sabor 38;Sabor 39;Sabor 40;Sabor 41;Sabor 42;Sabor 43;Sabor 44;Sabor 45;Sabor 46;Sabor 47;Sabor 48;Sabor 49;Sabor 50;Sabor 51;Sabor 52;Sabor 53;Sabor 54;Sabor 55;Sabor 56;Sabor 57;Sabor 58;Sabor 59;Sabor 60;Sabor 61;Sabor 62;Sabor 63;Sabor 64;Sabor 65;Sabor 66;Sabor 67;Sabor 68;Sabor 69;Sabor 70;Sabor 71;Sabor 72;Sabor 73;Sabor 74;Sabor 75;Sabor 76;Sabor 77;Sabor 78;Sabor 79
0.0;-0.6089708293453261;-1.30573433515215;-0.6306237979135193;-0.785329018338727;-0.29784137763764257;-0.6007704221436878;-1.2820512820512822;-0.37024018746338605;1.2380952380952381;-0.8526352781080132;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.66;0.0;0.0;13.32;10.03;0.0;0.0;11.86;0.0;0.0;0.0;0.0;0.0;5.85;0.0;0.0;7.38;11.72;0.0;17.95;5.0;0.0;0.0;0.0;18.21;6.91;5.76;0.0;0.0;13.8;0.0;0.0;6.18;0.0;0.0;0.0;5.45;0.0;11.69;6.14;0.0;7.08;0.0;7.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360.0;0.0;200.0;0.0;0.0;120.0;0.0;120.0;120.0;0.0;0.0;0.0;11.97;6.6;0.0;0.0;0.0;0.0;0.0
0.0;-0.6204119441888425;-0.881267490195694;-0.6502767688743533;-0.6245954692556633;-0.729565850109144;-0.7288034629284117;-0.1282051282051282;0.11950790861159924;0.8020050125313283;0.8526352781080128;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.98;0.0;0.0;0.0;0.0;5.22;0.0;6.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.36;6.51;0.0;0.0;0.0;5.32;0.0;0.0;0.0;6.28;0.0;11.49;0.0;0.0;6.4;10.28;0.0;12.03;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.71;0.0;0.0;0.0;4.0;12.0;12.0;5.82;6.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;180.0;6.51;200.0;0.0;120.0;120.0;0.0;240.0;240.0;0.0;1.08;0.0;5.79;13.01;0.0;0.0;20.0;0.0;0.0
0.0;-1.0671919133687848;-1.578974866364292;-1.1983585028187564;-1.1294498381877023;-1.0128547174387583;1.0094912831102831;-1.0256410256410255;1.2044522554188635;1.1528822055137844;-0.5663025354597998;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.71;0.0;0.0;7.03;20.11;20.52;0.0;6.19;0.0;0.0;17.81;6.55;0.0;11.54;0.0;5.56;6.32;5.18;5.49;5.48;5.6;5.96;11.29;0.0;5.46;0.0;5.67;0.0;0.0;6.12;5.08;0.0;19.15;6.8;0.0;0.0;5.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.74;4.0;0.0;0.0;0.0;6.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1260.0;0.0;0.0;0.0;120.0;0.0;0.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;40.0;12.9;14.65
0.0;-1.0231569248431587;-1.6721884255313586;-1.0220821604327819;-1.2146709816612729;-0.7208343439243271;1.8023112664310366;-1.0769230769230769;-0.2999414176918571;1.74937343358396;-0.5663025354597998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.86;0.0;6.72;0.0;27.0;13.54;20.17;15.55;0.0;18.22;18.42;27.0;11.8;6.27;0.0;5.41;0.0;0.0;27.28;12.33;0.0;12.01;11.46;5.37;5.49;0.0;17.78;18.67;11.37;0.0;0.0;6.31;5.13;0.0;6.48;12.55;0.0;270.0;5.72;0.0;12.64;7.1;0.0;6.64;0.0;0.0;5.82;4.0;0.0;0.0;5.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360.0;7.51;0.0;0.0;0.0;240.0;0.0;120.0;0.0;0.0;3.1;2.03;35.49;12.0;0.0;20.0;0.0;6.33;4.9
0.0;-0.8065296147246453;-1.2804080419797348;-0.8390013270827708;-1.0949298813376482;-0.5675479020130972;1.482228664469247;-0.9230769230769231;-0.11950790861159945;-0.9022556390977443;1.4253007634044397;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;21.16;0.0;31.32;0.0;0.0;25.89;20.07;5.14;0.0;18.38;18.16;0.0;18.27;10.85;0.0;23.5;0.0;12.26;11.84;34.07;5.41;17.47;17.64;11.25;27.05;0.0;45.58;31.45;28.67;0.0;0.0;12.39;11.01;0.0;31.78;25.53;0.0;0.0;22.61;0.0;7.05;12.58;0.0;0.0;0.0;13.43;22.84;8.0;4.0;4.0;11.51;11.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.0;7.39;0.0;0.0;120.0;240.0;0.0;240.0;240.0;1.01;0.0;3.03;17.42;24.96;0.0;30.0;20.0;6.48;4.9
0.0;-0.7116747904987502;-1.0473970017273861;-0.7021910322882067;-0.9061488673139158;-0.35217074945428084;1.482228664469247;-0.358974358974359;-0.6022261277094318;-0.6516290726817042;-0.5663025354597998;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;22.56;0.0;24.84;0.0;0.0;12.4;10.09;0.0;0.0;16.53;40.71;0.0;24.45;5.98;0.0;28.66;0.0;12.98;18.96;23.67;16.83;35.74;13.6;5.67;38.38;0.0;53.15;13.13;38.37;0.0;0.0;33.65;37.04;0.0;25.34;20.54;0.0;0.0;34.59;0.0;29.42;12.68;0.0;26.6;0.0;0.0;36.16;4.0;0.0;4.0;16.46;29.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;900.0;20.18;400.0;0.0;120.0;240.0;0.0;240.0;120.0;1.0;1.04;6.11;29.77;37.96;0.0;50.0;80.0;44.32;4.46
0.0;-0.6098577374727306;-0.8672328836904025;-0.6150535215311067;-0.7173678532901834;-0.35217074945428084;1.1867678011198945;-0.1282051282051282;-0.3632103104862333;-0.3107769423558897;-0.5663025354597998;4.825;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;28.93;0.0;12.24;0.0;0.0;27.41;20.06;30.81;0.0;18.04;16.53;27.0;0.0;5.89;0.0;0.0;0.0;5.34;12.5;28.45;0.0;41.35;12.27;11.36;21.6;0.0;28.77;6.39;17.44;0.0;0.0;19.81;22.29;0.0;12.79;7.58;0.0;0.0;0.0;0.0;5.9;6.55;0.0;6.95;0.0;7.37;5.72;8.0;8.0;8.0;6.02;13.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1260.0;0.0;200.0;0.0;0.0;360.0;0.0;120.0;240.0;0.0;2.06;1.01;16.98;11.85;0.0;20.0;0.0;6.32;20.9
0.0;-0.45079076482276004;-0.3974621460735429;-0.44101865852152067;-0.7691477885652642;0.025224351200582258;0.5416782494738038;0.46153846153846156;-0.5202108963093147;-0.40100250626566414;-0.2831512677298998;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;4.94;0.0;6.78;0.0;0.0;6.01;10.0;5.1;0.0;6.2;28.28;0.0;6.05;11.4;0.0;11.3;0.0;13.99;0.0;15.84;0.0;6.08;0.0;0.0;10.77;0.0;5.96;6.15;11.25;0.0;0.0;0.0;10.78;0.0;12.72;0.0;0.0;0.0;16.75;0.0;5.2;0.0;0.0;5.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.01;5.63;12.74;0.0;0.0;0.0;0.0;5.18
0.0;0.040689373978361996;0.07235430687395303;0.03213362198361283;-0.08522114347357057;0.20761581372786816;0.2412930384019667;0.2564102564102564;-0.7240773286467488;-0.49624060150375937;-0.5663025354597998;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.72;0.0;18.02;0.0;0.0;14.26;25.14;10.21;0.0;6.32;17.62;0.0;30.85;7.2;0.0;22.85;0.0;12.59;32.48;11.15;17.21;12.42;12.09;5.76;11.49;0.0;28.29;11.91;28.75;0.0;0.0;14.11;17.41;0.0;19.36;12.87;0.0;0.0;23.05;0.0;16.78;12.76;0.0;6.39;0.0;0.0;18.54;0.0;4.0;4.0;16.13;12.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360.0;13.72;0.0;0.0;0.0;120.0;0.0;360.0;0.0;0.0;2.01;2.0;5.97;12.89;0.0;10.0;20.0;18.16;15.31
1.56;0.21833707189745366;0.335994618652508;0.2173758818751413;0.29341963322545855;0.4423963133640556;0.08863825900480574;0.4358974358974359;-0.11950790861159945;-0.20050125313283207;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;16.89;0.0;18.08;0.0;0.0;6.02;10.01;15.36;0.0;16.68;5.88;0.0;5.91;18.08;0.0;0.0;0.0;0.0;11.59;23.53;0.0;18.13;5.23;5.51;23.35;0.0;28.63;12.32;11.21;0.0;0.0;7.29;5.26;0.0;25.63;21.16;0.0;0.0;0.0;0.0;11.68;6.27;0.0;6.0;0.0;6.81;5.93;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360.0;0.0;400.0;0.0;0.0;0.0;0.0;0.0;240.0;1.0;0.0;0.0;17.54;12.64;0.0;0.0;0.0;12.37;0.0
0.0;0.22086476006055641;0.522010299010916;0.2517986008696771;0.022653721682847988;0.30463254911472243;-0.21174695206704489;0.6923076923076923;0.0;-0.21553884711779447;0.14736472189198682;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.44;0.0;17.11;0.0;0.0;7.32;10.08;0.0;0.0;37.93;19.67;0.0;6.6;0.0;0.0;6.43;0.0;6.36;11.88;28.26;11.66;48.41;11.17;6.01;17.86;0.0;29.19;12.3;23.01;0.0;0.0;24.56;22.55;0.0;19.12;19.3;0.0;0.0;17.18;0.0;5.59;6.48;0.0;6.8;0.0;6.65;18.48;0.0;0.0;8.0;17.2;17.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;900.0;12.16;0.0;0.0;120.0;120.0;0.0;0.0;240.0;5.06;1.05;6.1;18.14;26.05;0.0;0.0;20.0;5.87;9.99
6.04;0.033638454365497374;-0.29009512054153064;-0.0005775674013811834;0.0021574973031285166;-0.2444821731748727;-0.2456264643977667;0.0;2.050380785002929;0.9022556390977443;0.14736472189198682;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.21;0.0;25.13;0.0;0.0;26.45;25.06;10.23;0.0;19.79;19.66;0.0;30.74;12.87;0.0;23.05;0.0;11.16;10.8;46.38;0.0;29.74;27.87;6.07;28.55;0.0;51.4;31.43;40.09;0.0;0.0;20.27;10.74;0.0;31.14;33.1;0.0;0.0;11.21;0.0;11.35;0.0;0.0;24.82;0.0;0.0;18.6;8.0;0.0;0.0;0.0;5.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.0;6.49;200.0;0.0;0.0;120.0;0.0;240.0;120.0;1.01;3.05;2.01;27.16;18.48;0.0;20.0;0.0;18.15;9.82
0.0;-0.95823524991716;-1.4932586214215504;-0.9484335523514482;-1.239482200647249;-1.0041232112539415;2.142091259282792;-1.0769230769230769;0.0;0.7017543859649122;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;43.75;0.0;36.88;0.0;0.0;45.79;15.04;10.26;0.0;44.57;17.99;0.0;17.71;0.0;0.0;10.43;0.0;18.95;17.02;22.29;11.24;29.57;28.51;5.03;37.68;0.0;51.68;23.65;40.21;0.0;0.0;25.59;31.95;0.0;17.63;21.16;0.0;0.0;23.57;0.0;21.98;19.77;0.0;13.64;0.0;7.27;36.15;12.0;4.0;16.0;22.01;20.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.0;13.61;0.0;0.0;360.0;600.0;0.0;480.0;480.0;5.02;1.02;3.05;28.95;39.21;0.0;0.0;10.0;29.55;10.55
0.0;-0.9515834389616277;-1.1191243554954722;-0.9180134751004625;-1.1294498381877023;-0.6655348047538201;2.176561693340225;-0.28205128205128205;-0.5787932044522553;-0.40100250626566414;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;6.03;0.0;5.73;0.0;0.0;6.75;0.0;5.02;0.0;6.25;12.16;0.0;0.0;12.28;0.0;0.0;0.0;0.0;5.63;5.42;0.0;11.88;5.7;5.68;0.0;0.0;17.77;6.05;0.0;0.0;0.0;12.98;0.0;0.0;17.89;0.0;0.0;0.0;11.99;0.0;0.0;0.0;0.0;6.59;0.0;0.0;12.37;4.0;0.0;0.0;6.15;5.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.0;0.0;0.0;0.0;120.0;240.0;0.0;0.0;120.0;1.01;0.0;0.0;11.78;13.44;0.0;0.0;10.0;6.92;4.82
0.0;-0.7299894433296502;-0.8847875706546758;-0.7785614367551547;-1.0097087378640777;-0.40552995391705077;1.2852547555696696;-0.15384615384615385;0.44522554188635016;-0.40100250626566414;0.8526352781080128;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;10.87;0.0;13.03;0.0;0.0;0.0;20.07;10.36;0.0;19.04;6.06;0.0;19.3;5.53;0.0;0.0;0.0;5.71;12.92;11.47;0.0;6.16;0.0;0.0;18.43;0.0;5.69;6.18;5.61;0.0;0.0;0.0;11.6;0.0;6.34;14.21;0.0;0.0;6.2;0.0;17.46;0.0;0.0;6.66;0.0;7.11;6.1;0.0;0.0;4.0;0.0;5.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;540.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.03;0.0;6.04;19.56;0.0;0.0;20.0;0.0;0.0
0.0;-0.15593815786718296;-0.1390333819875067;-0.16447614045959966;-0.3009708737864077;0.1105990783410139;0.13788173622969332;0.05128205128205128;0.3632103104862331;-0.40100250626566414;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;18.08;0.0;0.0;6.37;10.07;10.14;0.0;12.88;16.9;0.0;0.0;5.93;0.0;5.97;0.0;6.67;0.0;17.1;0.0;11.66;0.0;0.0;6.17;0.0;17.3;6.47;11.36;0.0;0.0;11.77;16.25;0.0;18.87;7.27;0.0;0.0;12.53;0.0;11.83;18.48;0.0;6.65;0.0;0.0;12.3;0.0;0.0;8.0;5.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;0.0;0.0;120.0;0.0;0.0;0.0;0.0;5.73;0.0;0.0;0.0;0.0;6.23;4.99
0.9199999999999996;-0.06695821307721388;0.24892154269648598;-0.050492111000156416;0.18122977346278335;-0.29784137763764257;-0.368538183551093;0.7692307692307693;-0.3632103104862333;-0.10025062656641603;-0.2831512677298998;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;28.65;25.06;45.04;10.05;5.08;18.54;22.55;14.11;0.0;16.87;22.98;24.58;77.31;24.56;48.59;11.51;6.28;23.81;61.83;26.6;29.44;28.66;27.86;43.42;22.11;16.24;25.93;13.5;26.73;7.79;18.7;4.0;4.0;30.0;11.71;0.0;14.67;0.0;0.0;24.0;0.0;0.0;1.04;44.16;51.21;2.0;8.0;13.25;5.23;987.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28.44;-0.4713226879721705;-0.6760513709701118;-0.5251141615535218;-0.7594390507011866;-0.5190395343196701;0.9651721536078802;-0.10256410256410256;1.4458113649677795;0.7017543859649122;0.5726654852964267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.44;0.0;21.6;0.0;0.0;6.37;15.12;15.27;0.0;11.82;17.75;0.0;17.95;5.96;0.0;11.04;0.0;18.38;18.18;33.06;0.0;16.39;11.02;5.38;18.26;0.0;23.96;19.59;11.84;0.0;0.0;11.44;17.7;0.0;19.66;19.92;0.0;0.0;11.77;0.0;6.2;5.84;0.0;12.01;0.0;6.97;19.25;4.0;0.0;4.0;11.82;12.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;180.0;6.33;0.0;0.0;0.0;360.0;0.0;120.0;240.0;0.0;4.35;1.13;24.89;13.19;0.0;20.0;10.0;19.16;5.71
0.0;-0.6958434804245824;-1.3421237383385087;-0.7248459845567037;-1.0;-0.44239631336405527;1.5413208371391174;-0.9487179487179487;-0.3632103104862333;0.3057644110275689;-0.5663025354597998;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.61;10.05;5.12;0.0;17.32;11.23;0.0;0.0;0.0;0.0;0.0;0.0;5.39;0.0;12.11;0.0;5.62;0.0;6.54;5.78;0.0;12.57;0.0;11.85;0.0;0.0;10.82;4.54;0.0;5.93;0.0;0.0;0.0;11.22;0.0;4.98;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360.0;0.0;0.0;0.0;0.0;0.0;0.0;240.0;120.0;0.0;2.23;1.01;0.0;12.6;0.0;10.0;20.0;21.27;0.0
0.0;-0.6318087136259882;-1.0189163507410777;-0.6440326477544139;-0.9492988133764833;-0.2774678632064031;1.2852547555696696;0.0;-0.4405389572349152;-0.8972431077694235;-0.2831512677298998;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;11.26;0.0;24.32;0.0;0.0;25.14;25.05;5.1;0.0;29.99;29.31;0.0;18.22;6.52;0.0;19.08;0.0;20.64;25.13;36.04;12.65;44.99;27.38;5.75;28.4;0.0;67.64;26.71;27.89;0.0;0.0;34.19;28.44;0.0;39.35;19.33;0.0;0.0;23.02;0.0;17.81;19.11;0.0;19.82;0.0;7.22;11.6;8.0;0.0;0.0;11.49;11.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;180.0;6.81;0.0;0.0;0.0;240.0;0.0;120.0;120.0;0.0;3.04;3.23;40.13;24.56;0.0;50.0;40.0;23.17;21.92
0.0;-0.47056881606387707;-0.7958712525674053;-0.49349329177947077;-0.9158576051779934;-0.06500121270919217;1.1375243238949935;-0.07692307692307693;-0.4194493263034564;-0.46616541353383456;-1.1389680207562265;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;17.6;0.0;0.0;4.92;25.25;15.23;0.0;18.57;6.39;0.0;12.16;6.24;0.0;5.43;0.0;0.0;18.8;23.78;0.0;11.44;11.93;0.0;5.32;0.0;11.71;6.11;11.48;0.0;0.0;17.28;4.93;0.0;12.85;14.44;0.0;0.0;5.68;0.0;12.02;6.47;0.0;0.0;0.0;20.24;11.24;0.0;0.0;0.0;5.04;6.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360.0;6.69;600.0;0.0;120.0;240.0;0.0;120.0;120.0;0.0;3.14;1.07;12.5;0.0;0.0;0.0;0.0;0.0;0.0
0.0;-0.340370702960918;-0.5205735314766375;-0.3610058500679412;-0.7594390507011866;-0.14261460101867565;0.5958460744211896;-0.5128205128205128;-0.3678968951376685;-0.7017543859649122;-0.5663025354597998;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.34;0.0;12.63;0.0;27.0;5.33;15.1;10.13;0.0;18.68;6.02;27.0;6.16;0.0;0.0;0.0;0.0;6.52;11.9;19.16;0.0;10.99;12.25;4.92;0.0;0.0;17.47;0.0;16.91;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;11.5;0.0;5.93;0.0;0.0;0.0;0.0;0.0;16.77;9.0;0.0;4.0;0.0;5.63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1;0.0;0.0;120.0;360.0;0.0;0.0;0.0;0.0;0.0;1.02;6.32;5.71;0.0;10.0;20.0;13.1;0.0
16.76;-0.09052868347111247;-0.40687950418458524;-0.12685130807022277;-0.5167206040992448;0.4026194518554454;-0.7140304197609441;-0.07692307692307693;-0.11950790861159945;-0.6516290726817042;-0.5663025354597998;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;26.66;0.0;24.55;0.0;0.0;21.85;20.24;15.41;0.0;38.8;23.22;0.0;18.61;17.64;0.0;10.49;0.0;17.13;26.07;30.19;17.9;26.57;16.49;11.74;23.0;0.0;21.59;19.94;44.22;0.0;0.0;40.73;19.59;0.0;36.15;17.76;0.0;0.0;37.73;0.0;17.8;12.51;0.0;12.7;0.0;0.0;16.99;4.0;0.0;12.0;9.86;10.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;120.0;240.0;0.0;0.0;0.0;3.12;1.09;2.09;23.21;17.51;0.0;20.0;30.0;5.9;5.28
0.0;-0.08015185838048153;-0.22685253213951;-0.1059975445863236;0.0021574973031285166;0.1872422992966287;-1.176919105674925;-0.15384615384615385;0.6022261277094316;-0.40100250626566414;-0.8526352781080132;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;5.85;0.0;27.14;0.0;0.0;0.0;0.0;0.0;0.0;5.8;5.55;0.0;0.0;0.0;0.0;0.0;0.0;5.73;6.49;5.55;5.34;0.0;0.0;5.16;11.65;0.0;23.65;11.73;0.0;0.0;0.0;12.0;5.79;0.0;6.43;0.0;0.0;0.0;0.0;0.0;5.88;0.0;0.0;0.0;0.0;0.0;10.41;4.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;720.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.01;0.0;0.0;5.61;6.0;0.0;10.0;20.0;0.0;4.58
